aacode	hhcompx	hhcomp1	hhtype11	hhtype7	hhtype6	hhsizex	famnumx	loncoupx	nlpar	ncouple	nsing	ndepchil	nxdepch	otherfam	othfamlp	nounits1	cohabhrp	cohabprt	studprt	sft	agehrpx	agehrp2x	agehrp4x	agehrp6x	ager	agepartx	pyngx	pyngbx	agen16	grossa	ageoldx	ageoldbx	olderx	emphrpx	emphrp3x	empprtx	nssech	nssecp	hhempx	empprt3x	nemp	nunemp	ninac	nstud	studhrp	workless	ethhrp8x	ethhrp4x	ethhrp2x	ethprt	ethhrp8n	ethhrp4n	ethhrp2n	ethprtn	sexhrp	sexprt	freeleas	owntype	hatentp	bedstdx	nbedsx	bedrqx	nshare	nkita	totkitsa	nbatha	nliving	nroomsa	nrooms1a	sharer	accomhh	accomhh1	lenres	lenresb	lenown	lenownb	buypresh	ftbuyer	prevten	tenex	tenure1	tenure2	tenure3	tenure4	hhltsick	hpregdis	mortwkx	rentwkx	rentflg	rentexs	rentexsf	hhincx	hhinc5x	hhincflg	amthbenx	housbenx	hhbensx	jointinc	allincx	hyeargrx	hhvulx	equityr	equityr5	bhcinceq	bhcinc_1	bhcinc_2	ahcinceq	ahcinc_1	ahcinc_2
J0481413	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	33	1	2	2	2	0	33	5	0	10	33	2	0	4	2	-9	10	0	4	-9	0	1	0	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	1	4	2	1	2	2	1	2	2	4	4	2	3	3	7	5	-9	-9	-9	3	9	5	5	4	4	2	2	2	-9	97	0	97	0	4160	1	0	97	1	1	4160	9204	4160	1	-99999999	-9	264.179104477612	1	0	137.931034482759	1	1
J0481414	5	5	9	4	4	4	4	0	0	0	4	0	0	1	2	2	2	-9	-9	4	58	1	3	5	4	0	32	5	0	9	58	4	0	1	1	-9	13.4	0	1	-9	4	0	0	0	2	0	8	4	2	-9	8	4	2	-9	2	-9	-9	-9	-9	2	3	4	2	2	1	2	2	5	5	2	2	2	2	3	-9	-9	-9	3	7	3	11	6	6	3	2	2	-9	260	0	240	1	9787.96	1	0	0	2	2	10920	10920	53560	2	-99999999	-9	531.397590361446	4	0	348.978260869565	3	0
J0481415	4	3	6	3	3	4	1	0	1	0	0	2	1	2	1	1	2	-9	-9	1	48	1	3	4	4	0	11	3	2	2	48	3	0	2	1	-9	7.2	0	2	-9	2	0	0	0	2	0	3	3	2	-9	3	3	2	-9	2	-9	-9	-9	1	4	4	3	2	2	1	2	2	6	6	2	3	3	6	5	-9	-9	-9	3	9	5	5	4	4	2	2	2	-9	167	0	167	0	16927.56	2	0	49	1	1	18392.4	20940.4	31592.4	1	-99999999	-9	376.092408245349	2	0	252.111965811966	2	0
J0482101	7	6	10	5	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	67	2	4	6	5	0	67	6	0	13	67	5	1	3	3	-9	13.3	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	11	6	-9	-9	-9	3	9	4	4	3	3	2	1	1	-9	105.2532084	2	102	3	13844.6	2	2	102	1	1	13844.6	19148.6	13844.6	1	-99999999	-9	555.355912743972	4	0	465.66976127321	4	0
J0482102	7	6	10	5	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	77	2	4	6	6	0	77	7	0	15	77	6	1	3	3	-9	13.4	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	2	4	2	1	2	2	1	2	2	4	4	2	5	5	21	7	-9	-9	-9	3	9	5	5	4	4	2	1	2	-9	55.75	0	55.75	0	7142	1	6	0	2	1	7142	7142	7142	1	-99999999	-9	187.851607347876	1	1	120.880305039788	1	1
J0482103	5	2	7	4	4	2	1	0	1	0	0	0	1	2	1	1	2	-9	-9	0	60	2	3	5	4	0	60	6	0	11	89	7	1	6	3	-9	12.7	0	4	-9	0	0	2	0	2	1	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	4	3	2	2	2	1	2	2	5	5	2	4	4	40	8	-9	-9	-9	3	9	4	4	3	3	2	1	2	-9	100	0	100	0	7656	1	5	72	1	1	7656	11400	17016	1	-99999999	-9	385.057692307692	3	0	285.057692307692	2	0
J0482107	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	66	2	4	6	5	0	66	6	0	14	66	5	1	3	3	-9	9.1	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	1	4	2	1	2	2	1	2	2	4	4	2	3	3	4	4	-9	-9	-9	3	9	5	5	4	4	2	1	1	-9	126	0	126	0	11949.6	2	2	126	1	1	11949.6	18501.6	11949.6	1	-99999999	-9	536.785304247991	4	0	402.838196286472	3	0
J0482109	5	1	8	4	4	3	2	0	0	1	1	0	1	1	3	2	2	-9	-9	1	54	1	3	4	4	0	24	4	0	6	54	4	0	6	3	-9	0	0	4	-9	1	0	2	0	2	0	4	3	2	-9	4	3	2	-9	2	-9	-9	-9	1	4	3	2	2	2	1	2	2	5	5	2	4	4	25	7	-9	-9	-9	3	9	5	5	4	4	2	2	2	-9	100	0	100	0	3510	1	2	100	1	1	3510	8710	15510	1	-99999999	-9	271.656448814344	1	0	184.01625135428	1	1
J0482110	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	55	1	3	5	4	51	51	5	0	12	55	4	0	6	3	6	11.1	0	4	3	0	0	2	0	2	1	4	3	2	9	4	3	2	9	1	2	-9	-9	1	4	2	1	2	2	1	2	2	4	4	2	4	4	5	5	-9	-9	-9	3	9	5	5	4	4	2	1	2	-9	105	0	105	0	7280	1	0	105	1	1	7280	12740	7280	1	-99999999	-9	245	1	1	140	1	1
J0482111	3	1	2	2	2	3	1	1	0	1	0	1	0	2	1	1	1	1	2	1	46	1	3	4	4	48	16	4	0	3	48	3	0	1	1	6	13.1	13.4	1	3	1	0	1	1	2	0	1	1	1	1	1	1	1	1	2	1	-9	-9	2	4	3	2	2	2	1	2	2	5	5	2	4	4	16	6	-9	-9	-9	3	9	5	5	4	4	2	1	2	-9	113	0	113	0	12529.16	2	2	65	1	1	12995.6	16375.6	12995.6	1	-99999999	-9	230.034123770966	1	1	135.877031419285	1	1
J0482112	4	3	6	3	3	3	1	0	1	0	0	1	1	2	1	1	2	-9	-9	0	48	1	3	4	4	0	15	3	1	2	48	3	0	6	3	-9	0	0	4	-9	1	0	1	0	2	0	4	3	2	-9	4	3	2	-9	2	-9	-9	-9	1	3	3	3	2	2	1	2	2	5	5	2	4	4	14	6	-9	-9	-9	3	9	5	5	4	4	2	1	1	-9	100	0	100	0	9156.16	1	0	100	1	1	9156.16	14356.16	22156.16	1	-99999999	-9	365.270676691729	2	0	271.697183098592	2	0
J0482113	3	1	3	2	2	6	1	1	0	1	0	3	1	2	1	1	-9	-9	2	0	47	1	3	4	4	39	9	2	2	2	47	3	0	6	3	6	13.2	0	4	3	0	0	2	2	2	1	4	3	2	9	4	3	2	9	1	2	-9	-9	-9	3	4	4	2	2	1	2	2	6	6	2	3	3	0	1	-9	-9	-9	3	5	4	4	3	3	2	1	2	-9	142	0	142	0	18068.2	2	2	142	1	1	18068.2	25452.2	18068.2	1	-99999999	-9	227.375373412995	1	1	145.711280906593	1	1
J0482114	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	40	1	2	3	3	0	40	5	0	9	40	3	0	6	3	-9	12.2	0	4	-9	0	0	1	0	2	1	5	3	2	-9	5	3	2	-9	1	-9	-9	-9	1	3	1	1	2	2	1	2	2	3	3	2	4	4	10	6	-9	-9	-9	3	9	5	5	4	4	2	1	1	-9	101	0	101	0	3510	1	2	101	1	1	3510	8762	3510	1	-99999999	-9	251.492537313433	1	1	116.379310344828	1	1
J0482116	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	40	1	2	3	3	0	40	5	0	9	40	3	0	1	1	-9	3.4	0	1	-9	1	0	0	0	2	0	5	3	2	-9	5	3	2	-9	1	-9	-9	-9	1	4	2	1	2	2	1	2	2	4	4	2	4	4	5	5	-9	-9	-9	3	9	5	5	4	4	2	2	2	-9	103	0	98	1	22754.36	3	0	0	2	2	29975	29975	29975	2	-99999999	-9	626.416762342135	4	0	554.653846153846	4	0
J0482117	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	1	1	2	1	40	1	2	3	3	38	8	2	2	2	40	3	0	1	1	2	2	12.2	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	2	2	-9	3	2	2	2	2	1	2	2	4	4	2	3	3	10	6	10	6	23	1	9	1	3	2	2	1	2	2	86.7692307692308	47.3076923076923	0	47.3076923076923	0	26278.72	4	0	0	2	2	30872.4	30872.4	30872.4	2	250000	5	344.556593406593	2	0	248.787362637363	2	0
J0482118	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	44	1	2	3	3	0	44	5	0	10	44	3	0	2	1	-9	12.1	0	2	-9	1	0	0	0	2	0	4	3	2	-9	4	3	2	-9	2	-9	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	1	2	-9	-9	-9	3	1	3	11	6	6	3	2	2	-9	230.769230769231	0	230.769230769231	0	4940	1	0	230.769230769231	1	1	4940	16940	4940	1	-99999999	-9	486.222732491389	3	0	163.793103448276	1	1
J0482119	7	6	10	5	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	60	2	3	5	4	0	60	6	0	11	60	5	1	4	2	-9	11.1	0	4	-9	0	0	1	0	2	1	5	3	2	-9	5	3	2	-9	1	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	4	4	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	100	0	95	1	7656	1	5	0	2	2	7656	7656	7656	2	-99999999	-9	205.46785304248	1	1	73.5576923076923	1	1
J0482120	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	22	1	1	1	1	20	20	4	0	6	22	1	0	5	3	6	12.1	0	4	3	0	0	1	1	1	1	4	3	2	9	4	3	2	9	1	2	-9	-9	-9	3	1	1	1	1	0	1	2	1	1	1	5	8	0	1	-9	-9	-9	3	7	3	9	5	6	3	2	2	-9	276.923076923077	0	276.923076923077	0	5575.5315	1	1	0	2	2	5575.5315	5575.5315	5575.5315	2	-99999999	-9	86.779451923077	1	1	-190.143625	1	1
J0482121	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	58	1	3	5	4	0	58	5	0	12	58	4	0	3	3	-9	13.1	0	3	-9	0	0	1	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	1	3	1	1	2	2	1	2	2	3	3	2	4	4	12	6	-9	-9	-9	3	9	5	5	4	4	2	1	1	-9	101	0	101	0	8606	1	0	91	1	1	8606	13338	8606	1	-99999999	-9	362.815729047072	2	0	244.976790450928	2	0
J0482122	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	-9	-9	2	1	40	1	2	3	3	37	16	4	0	4	40	3	0	1	1	2	11.1	12.2	1	1	2	0	0	2	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	4	3	2	2	2	1	2	2	5	5	2	4	4	3	4	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	132.692307692308	0	132.692307692308	0	42092.12	5	0	0	2	2	54132.4	54132.4	54132.4	2	-99999999	-9	476.854958294717	3	0	358.090719063545	3	0
J0482123	3	1	2	2	2	3	1	1	0	1	0	1	0	2	1	1	1	1	2	1	34	1	2	2	2	38	1	1	1	1	38	3	0	1	1	2	4.1	7.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	-8	-8	-9	3	2	2	2	2	1	2	2	4	4	2	5	5	6	5	6	5	27	1	9	1	2	2	2	1	2	2	289.384615384615	-9	-9	-9	-9	63290.92	5	0	-9	-9	2	88248.1	88248.1	88248.1	2	185000	5	997.242307692308	5	0	756.088461538462	5	0
J0482201	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	62	2	3	5	4	62	62	6	0	12	62	5	2	3	3	3	13.4	12.2	3	3	0	0	2	0	2	1	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	5	3	1	2	2	1	2	2	5	5	2	4	4	30	8	-9	-9	-9	3	9	4	4	3	3	2	1	1	-9	110	0	110	0	13598	2	2	110	1	1	14768	20488	14768	1	-99999999	-9	375.346153846154	2	0	265.346153846154	2	0
J0482203	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	25	1	1	2	2	0	25	5	0	7	25	2	0	2	1	-9	4.1	0	2	-9	1	0	0	0	2	0	4	3	2	-9	4	3	2	-9	1	-9	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	6	5	-9	-9	-9	3	9	3	11	5	6	3	2	2	-9	253.846153846154	0	253.846153846154	0	5720	1	0	0	2	2	5720	5720	5720	2	-99999999	-9	164.179104477612	1	1	-248.010610079576	1	1
J0482204	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	58	1	3	5	4	0	58	5	0	12	58	4	0	2	1	-9	13.3	0	2	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	25	7	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	102	0	102	0	14138	2	5	102	1	1	14905	20209	14905	1	-99999999	-9	535.899827784156	4	0	443.194628647215	4	0
J0482208	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	88	2	4	6	6	0	88	8	0	16	88	7	1	3	3	-9	13.2	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	4	4	-9	-9	-9	3	9	3	11	5	6	3	1	1	-9	135	0	135	0	7142	1	6	135	1	1	7142	14162	7142	1	-99999999	-9	415.097588978186	3	0	246.750663129973	2	0
J0482212	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	2	26	1	1	2	2	26	26	5	0	8	26	2	0	1	1	1	3.1	7.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	4	2	1	2	2	1	2	2	12	8	2	4	4	2	3	-9	-9	-9	3	7	3	11	5	6	3	2	2	-9	300	0	300	0	46596.72	5	0	0	2	2	61550	61550	61550	2	-99999999	-9	875.648461538462	5	0	575.648461538462	4	0
J0482215	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	36	1	2	3	3	0	36	5	0	9	36	3	0	1	1	-9	3.1	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	2	3	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	5	5	5	5	28	1	9	1	2	2	2	1	2	2	276.923076923077	-9	-9	-9	-9	73108.96	5	0	-9	-9	2	117187.5	117187.5	117187.5	2	116000	3	2064.1205510907	5	0	1906.96153846154	5	0
J0482216	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	27	1	1	2	2	0	27	5	0	7	27	2	0	1	1	-9	12.2	0	1	-9	1	0	0	0	2	0	8	4	2	-9	8	4	2	-9	1	-9	-9	-9	-9	5	4	1	2	2	1	2	2	6	6	2	3	3	0	1	-9	-9	-9	3	7	3	11	6	6	3	2	2	-9	399.923076923077	0	399.923076923077	0	11202.36	1	0	0	2	2	13000	13000	13000	2	-99999999	-9	287.237657864524	2	0	-357.713527851459	1	1
J0482218	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	25	1	1	2	2	0	25	5	0	7	25	2	0	1	1	-9	4.1	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	0	1	-9	-9	-9	3	7	3	7	6	5	3	2	2	-9	261.922345731744	2	204.588368100974	3	15505.56	2	0	0	2	2	19315	19315	19315	2	-99999999	-9	445.050516647532	3	0	161.371513884262	1	1
J0482219	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	34	1	2	2	2	0	34	5	0	10	34	2	0	4	2	-9	13.1	0	4	-9	0	1	0	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	3	4	-9	-9	-9	3	9	4	4	3	3	2	1	1	-9	100	0	100	0	10998	1	0	100	1	1	10998	16198	10998	1	-99999999	-9	464.925373134328	3	0	364.655172413793	3	0
J0482221	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	1	60	2	3	5	4	60	60	6	0	12	60	5	2	3	3	1	7.1	5	1	1	1	0	1	0	2	0	1	1	1	1	1	1	1	1	2	1	2	2	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	5	5	5	5	28	1	9	1	2	2	2	1	2	2	.0230769230769231	-9	-9	-9	-9	50186.92	5	3	-9	-9	2	71174	71174	71174	2	-88888888	-8	930.671538461538	5	0	930.648461538462	5	0
J0482301	3	1	2	2	2	3	1	1	0	1	0	1	0	2	1	1	-9	-9	2	1	34	1	2	2	2	37	1	1	1	1	37	3	0	2	1	1	3.1	4.3	1	1	2	0	0	0	2	0	8	4	2	15	8	4	2	15	2	1	1	1	-9	3	2	2	2	2	1	2	2	4	4	2	3	3	6	5	7	5	26	1	9	1	2	2	2	1	2	2	92.3076923076923	-9	-9	-9	-9	26516.61	4	2	-9	-9	2	30560	30560	30560	2	170000	4	405.795032051282	3	0	328.871955128205	3	0
J0482302	5	3	7	4	4	2	1	0	1	0	0	0	1	2	1	1	2	-9	-9	0	42	1	2	3	3	0	19	4	0	4	42	3	0	2	1	-9	12.6	0	2	-9	1	0	0	1	2	0	7	4	2	-9	7	4	2	-9	2	-9	-9	-9	1	4	3	2	2	2	1	2	2	5	5	2	4	4	9	5	-9	-9	-9	3	9	5	5	4	4	2	1	2	-9	134	0	134	0	7656	1	6	122	1	1	7656	14000	7656	1	-99999999	-9	269.230769230769	1	0	135.230769230769	1	1
J0482303	5	4	9	4	4	2	2	0	0	0	2	0	0	1	2	2	2	-9	-9	2	40	1	2	3	3	0	39	5	0	9	40	3	0	1	1	-9	4.3	0	1	-9	2	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	4	3	2	2	2	1	2	2	5	5	2	3	3	9	5	9	5	24	1	9	1	2	2	2	1	2	2	230.769230769231	-9	-9	-9	-9	33560.0828	4	1	-9	-9	2	46353.66	46353.66	72753.66	2	-88888888	-8	1002.83543846154	5	0	772.066207692308	5	0
J0482305	3	1	2	2	2	7	1	1	0	1	0	5	0	2	1	1	-9	-9	2	0	38	1	2	3	3	46	4	1	4	1	46	3	0	6	3	4	0	10	4	2	0	1	1	1	2	1	4	3	2	9	4	3	2	9	2	1	-9	-9	-9	2	3	4	2	2	1	2	2	5	5	2	4	4	6	5	-9	-9	-9	3	9	4	4	3	3	2	1	2	-9	102	1	102	0	22670.8	3	2	102	1	1	22670.8	27974.8	22670.8	1	-99999999	-9	228.997617426821	1	1	170.301071878941	1	1
J0482307	3	1	3	2	2	4	1	1	0	1	0	1	1	2	1	1	-9	-9	2	1	49	1	3	4	4	44	16	4	0	4	49	3	0	1	1	6	10	0	1	3	1	0	2	1	2	0	4	3	2	9	4	3	2	9	1	2	-9	-9	1	3	3	3	2	2	1	2	2	5	5	2	3	3	4	4	-9	-9	-9	3	9	5	5	4	4	2	1	2	-9	132.461538461538	0	132.461538461538	0	12965.16	2	0	0	2	2	15095.6	15095.6	15095.6	2	-99999999	-9	133.273401297498	1	1	48.2458193979933	1	1
J0482309	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	1	26	1	1	2	2	27	26	5	0	8	27	2	0	1	1	2	7.1	4.3	1	1	2	0	0	0	2	0	6	4	2	14	6	4	2	14	2	1	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	0	1	-9	-9	-9	3	7	3	11	5	6	3	2	2	-9	253.846153846154	0	251.346153846154	3	36893.3546	4	1	0	2	2	46789.22	46789.22	46789.22	2	-99999999	-9	686.506819230769	5	0	435.160665384615	4	0
J0482312	5	1	8	4	4	3	2	0	0	1	1	0	0	1	3	2	2	-9	-9	2	65	2	4	6	5	0	40	5	0	10	65	5	1	2	1	-9	4.3	0	2	-9	3	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	2	2	-9	3	2	2	2	2	1	2	2	4	4	2	4	4	16	6	15	6	18	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	17967	2	5	-9	-9	2	21030	21030	31554	2	190000	5	387.81029496819	3	0	363.230769230769	3	0
J0482314	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	38	1	2	3	3	0	38	5	0	9	38	3	0	1	1	-9	12.2	0	1	-9	1	0	0	0	2	0	2	2	2	-9	2	2	2	-9	1	-9	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	2	3	-9	-9	-9	3	7	3	7	5	5	3	2	2	-9	0	0	0	0	16195.56	2	0	0	2	2	20177.5	20177.5	20177.5	2	-99999999	-9	433.404420206659	3	0	500.656830238727	4	0
J0482318	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	26	1	1	2	2	0	26	5	0	7	26	2	0	4	2	-9	-9	0	4	-9	0	1	0	0	2	1	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	1	3	1	1	2	2	1	2	2	3	3	2	4	4	6	5	-9	-9	-9	3	9	5	5	4	4	2	1	1	-9	129	0	129	0	8650	1	2	123	1	1	8650	15046	8650	1	-99999999	-9	431.859931113662	3	0	276.458885941645	2	0
J0482319	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	1	31	1	2	2	2	29	29	5	0	8	31	2	0	1	1	6	2	2	1	3	1	0	1	0	2	0	8	4	2	15	8	4	2	15	1	2	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	2	3	-9	-9	-9	3	7	3	11	6	6	3	2	2	-9	451.846153846154	0	451.846153846154	0	322687.92	5	0	0	2	2	593812.5	593812.5	593812.5	2	-99999999	-9	6177.44076923077	5	0	5725.59461538462	5	0
J0482320	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	-9	-9	2	1	35	1	2	3	3	35	2	1	2	1	35	3	0	1	1	2	0	0	1	1	2	0	0	0	2	0	8	4	2	15	8	4	2	15	1	2	2	2	-9	3	2	2	2	2	1	2	2	4	4	2	4	4	1	2	1	2	32	1	7	1	2	2	2	1	2	2	482.313226807444	-9	-9	-9	-9	51350.620384	5	0	-9	-9	2	67722.9888	67722.9888	67722.9888	2	-88888888	-8	685.296983296703	5	0	340.787535577101	3	0
J0482403	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	37	1	2	3	3	0	37	5	0	10	37	3	0	1	1	-9	3.1	0	1	-9	1	0	0	0	2	0	3	3	2	-9	3	3	2	-9	2	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	0	1	-9	-9	-9	3	1	3	11	6	6	3	2	2	-9	240	0	230.769230769231	1	35318.96	4	0	0	2	2	49500	49500	49500	2	-99999999	-9	990.864236509759	5	0	746.741047745358	5	0
J0482404	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	1	32	1	2	2	2	32	32	5	0	10	32	2	0	1	1	4	4.1	0	1	2	1	0	1	0	2	0	3	3	2	7	3	3	2	7	1	2	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	0	1	-9	-9	-9	3	1	3	11	6	6	3	2	2	-9	207.841576500974	1	204.588368100974	2	22694.36	3	0	0	2	2	29900	29900	29900	2	-99999999	-9	408.333846153846	3	0	203.745478052872	1	1
J0482407	5	4	9	4	4	2	2	0	0	0	2	0	0	1	2	2	2	-9	-9	2	30	1	2	2	2	0	28	5	0	7	30	2	0	1	1	-9	7.1	0	1	-9	2	0	0	0	2	0	3	3	2	-9	3	3	2	-9	1	-9	-9	-9	-9	3	2	2	2	2	1	2	2	4	4	2	4	4	2	3	-9	-9	-9	3	7	3	11	6	6	3	2	2	-9	285	0	285	0	31558.96	4	0	0	2	2	42875	42875	72875	2	-99999999	-9	1015.14076923077	5	0	730.140769230769	5	0
J0482412	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	2	27	1	1	2	2	26	26	5	0	8	27	2	0	1	1	1	13.1	13.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	1	4	2	1	2	2	1	2	2	4	4	2	3	3	1	2	-9	-9	-9	3	1	5	5	4	4	2	2	2	-9	108.461538461538	0	108.461538461538	0	19575.92	3	0	0	2	2	21840	21840	21840	2	-99999999	-9	354.998461538462	2	0	246.536923076923	2	0
J0482413	4	3	5	3	3	3	1	0	1	0	0	2	0	2	1	1	2	-9	-9	0	28	1	1	2	2	0	1	1	2	1	28	2	0	6	3	-9	7.1	0	4	-9	0	0	1	0	2	1	2	2	2	-9	2	2	2	-9	2	-9	-9	-9	-9	4	3	2	2	2	1	2	2	5	5	2	3	3	1	2	-9	-9	-9	3	5	4	4	3	3	2	2	2	-9	200	0	200	0	10897	1	6	200	1	1	10897	21297	10897	1	-99999999	-9	382.764198418404	3	0	213.834379905809	2	1
J0482414	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	59	1	3	5	4	0	59	5	0	11	59	4	0	1	1	-9	13.4	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	25	7	-9	-9	-9	3	9	4	4	3	3	2	1	2	-9	85	0	81	1	14031.16	2	0	0	2	2	17160	17160	17160	2	-99999999	-9	384.713260619977	3	0	304.754973474801	3	0
J0482417	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	33	1	2	2	2	0	33	5	0	9	33	2	0	1	1	-9	13.3	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	8	5	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	83	0	79.7467916	3	19458.36	3	0	0	2	2	25075	25075	25075	2	-99999999	-9	537.49598163031	4	0	483.406062228117	4	0
J0482419	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	2	64	2	3	5	4	63	63	6	0	11	64	5	2	1	1	1	7.1	5	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	2	1	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	12	6	-9	-9	-9	3	9	4	4	3	3	2	1	1	-9	86	0	81	1	24886.16	3	0	0	2	2	28080	28080	28080	2	-99999999	-9	463.656923076923	3	0	382.656923076923	3	0
J0483101	4	3	6	3	3	3	1	0	1	0	0	1	1	2	1	1	2	-9	-9	1	46	1	3	4	4	0	17	4	0	3	46	3	0	1	1	-9	12.2	0	1	-9	2	0	0	1	2	0	8	4	2	-9	8	4	2	-9	2	-9	-9	-9	-9	2	2	3	2	2	1	2	2	4	4	2	4	4	3	4	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	93	0	93	0	17351.36	2	0	0	2	1	18150.6	18150.6	24570.6	1	-99999999	-9	329.603238866397	2	0	243.219934994583	2	0
