aacode	hhcompx	hhcomp1	hhtype11	hhtype7	hhtype6	hhsizex	famnumx	loncoupx	nlpar	ncouple	nsing	ndepchil	nxdepch	otherfam	othfamlp	nounits1	cohabhrp	cohabprt	studprt	sft	agehrpx	agehrp2x	agehrp4x	agehrp6x	ager	agepartx	pyngx	pyngbx	agen16	grossa	ageoldx	ageoldbx	olderx	emphrpx	emphrp3x	empprtx	nssech	nssecp	hhempx	empprt3x	nemp	nunemp	ninac	nstud	studhrp	workless	ethhrp8x	ethhrp4x	ethhrp2x	ethprt	ethhrp8n	ethhrp4n	ethhrp2n	ethprtn	sexhrp	sexprt	freeleas	owntype	hatentp	bedstdx	nbedsx	bedrqx	nshare	nkita	totkitsa	nbatha	nliving	nroomsa	nrooms1a	sharer	accomhh	accomhh1	lenres	lenresb	lenown	lenownb	buypresh	ftbuyer	prevten	tenex	tenure1	tenure2	tenure3	tenure4	hhltsick	hpregdis	mortwkx	rentwkx	rentflg	rentexs	rentexsf	hhincx	hhinc5x	hhincflg	amthbenx	housbenx	hhbensx	jointinc	allincx	hyeargrx	hhvulx	equityr	equityr5	bhcinceq	bhcinc_1	bhcinc_2	ahcinceq	ahcinc_1	ahcinc_2
J0011101	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	45	1	3	4	4	0	45	5	0	12	45	3	0	1	1	-9	10	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	1	4	2	1	2	2	1	2	2	4	4	2	3	3	9	5	-9	-9	-9	3	9	5	5	4	4	2	2	2	-9	69.2307692307692	0	69.2307692307692	0	11856.36	2	0	0	2	2	13759	13759	13759	2	-99999999	-9	319.363088404133	2	0	249.556034482759	2	0
J0011102	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	77	2	4	6	6	0	77	7	0	16	77	6	1	3	3	-9	5	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	1	3	1	1	2	2	1	2	2	3	3	2	4	4	1	2	-9	-9	-9	3	7	5	5	4	4	2	2	2	-9	67.3846153846154	0	67.3846153846154	0	8365.24	1	0	64.6153846153846	1	1	8365.24	11725.24	8365.24	1	-99999999	-9	342.285878300804	2	0	279.218832891247	2	0
J0011103	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	58	1	3	5	4	0	58	5	0	12	58	4	0	6	3	-9	6	0	4	-9	0	0	1	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	4	2	1	2	2	1	2	2	3	3	2	5	5	1	2	-9	-9	-9	3	3	3	11	5	6	3	1	2	-9	137.27689260083	1	137.27689260083	0	4901	1	2	137.27689260083	1	1	4901	12039.3984152432	4901	1	-99999999	-9	345.562526269895	2	0	162.5	1	1
J0011104	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	84	2	4	6	6	0	84	7	0	16	84	6	1	3	3	-9	12.1	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	3	1	2	2	1	2	2	7	7	2	2	2	21	7	21	7	12	2	9	2	1	1	1	1	1	1	0	-9	-9	-9	-9	17436	2	0	-9	-9	2	19214	19214	19214	1	220000	5	481.14954075775	3	0	555.810676392573	4	0
J0011106	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	52	1	3	4	4	0	52	5	0	12	52	4	0	6	3	-9	12.4	0	4	-9	0	0	1	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	1	3	1	1	2	2	1	2	2	3	3	2	4	4	16	6	-9	-9	-9	3	9	5	5	4	4	2	2	1	-9	83	0	83	0	5010	1	7	83	1	1	5010	9326	5010	1	-99999999	-9	267.68082663605	1	0	166.114058355438	1	1
J0011202	4	3	5	3	3	2	1	0	1	0	0	1	0	2	1	1	2	-9	-9	0	48	1	3	4	4	0	15	3	1	2	48	3	0	6	3	-9	9.1	0	4	-9	0	0	1	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	4	3	2	2	2	1	2	2	5	5	2	3	3	0	1	-9	-9	-9	3	7	3	11	5	6	3	2	2	-9	155.769230769231	0	155.769230769231	0	14159.6	2	2	138.461538461538	1	1	14159.6	21359.6	14159.6	1	-99999999	-9	410.761538461538	3	0	254.992307692308	2	0
J0011203	5	3	7	4	4	2	1	0	1	0	0	0	1	2	1	1	2	-9	-9	1	56	1	3	5	4	0	32	5	0	9	56	4	0	3	3	-9	4.1	0	3	-9	1	0	1	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	4	3	2	2	2	1	2	2	5	5	2	2	2	10	6	10	6	23	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	9360	1	0	-9	-9	1	9360	9360	21360	1	180000	4	364.153076923077	2	0	364.153076923077	3	0
J0011204	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	67	2	4	6	5	69	67	6	0	13	69	5	2	3	3	3	13.1	13.4	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	2	1	2	2	1	2	2	4	4	2	2	2	39	8	40	8	4	1	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	34132.44	4	0	-9	-9	2	38634.25	38634.25	38634.25	1	200000	5	635.296923076923	4	0	635.296923076923	5	0
J0011207	3	1	2	2	2	5	1	1	0	1	0	3	0	2	1	1	-9	-9	2	1	37	1	2	3	3	39	1	1	3	1	39	3	0	1	1	6	4.1	13.1	1	3	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	3	3	3	2	2	1	2	2	5	5	2	3	3	6	5	6	5	27	2	9	1	2	2	2	1	2	2	161.538461538462	-9	-9	-9	-9	24497.56	3	0	-9	-9	2	30306.7	30306.7	30306.7	2	137000	4	280.8	1	0	179.838461538462	1	1
J0011303	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	-9	-9	2	2	50	1	3	4	4	50	12	3	1	2	50	4	0	1	1	1	8.1	12.2	1	1	2	0	0	1	2	0	1	1	1	1	1	1	1	1	2	1	1	1	-9	4	4	3	2	2	1	2	2	6	6	2	1	1	3	4	3	4	30	2	9	1	2	2	2	1	2	2	223.846153846154	-9	-9	-9	-9	24926.45	3	0	-9	-9	2	28792.4	28792.4	28792.4	2	231000	5	294.952865761689	2	0	140.389957264957	1	1
J0011304	3	1	2	2	2	3	1	1	0	1	0	1	0	2	1	1	1	1	2	2	38	1	2	3	3	38	12	3	1	2	38	3	0	1	1	1	3.4	12.2	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	1	3	2	2	2	2	1	2	2	4	4	2	3	3	1	2	-9	-9	-9	3	7	5	5	4	4	2	2	2	-9	75	0	75	0	45382.21	5	0	0	2	2	58255.6	58255.6	58255.6	2	-99999999	-9	711.686057692308	5	0	649.186057692308	5	0
J0011307	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	-9	-9	2	1	48	1	3	4	4	39	15	3	1	2	48	3	0	1	1	6	5	7.2	1	3	1	0	1	1	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	1	3	3	3	2	2	1	2	2	5	5	2	2	2	7	5	-9	-9	-9	3	9	5	5	4	4	2	1	2	-9	79.8076923076923	0	79.8076923076923	0	20120.36	3	0	79.8076923076923	1	1	22916.4	27066.4	22916.4	1	-99999999	-9	281.167284522706	1	0	210.288043478261	2	1
J0011401	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	67	2	4	6	5	0	67	6	0	14	67	5	1	3	3	-9	10	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	-8	-8	-9	4	2	1	2	2	1	2	2	4	4	2	6	6	22	7	22	7	11	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	9672	1	0	-9	-9	2	9672	9672	9672	2	75000	2	274.964408725603	1	0	317.631299734748	3	0
J0011403	3	1	2	2	2	5	1	1	0	1	0	3	0	2	1	1	1	1	2	2	43	1	2	3	3	35	7	2	3	2	43	3	0	1	1	1	9.1	9.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	4	3	2	2	1	2	2	6	6	2	1	1	4	4	4	4	29	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	45102.7	5	0	-9	-9	2	55021.2	55021.2	55021.2	2	450000	5	526.018028846154	4	0	526.018028846154	4	0
J0011404	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	52	1	3	4	4	0	52	5	0	11	52	4	0	1	1	-9	3.2	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	2	2	5	5	5	5	28	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	21106.76	3	0	-9	-9	2	26472.5	26472.5	26472.5	2	300000	5	574.390355912744	4	0	663.519893899204	5	0
J0011405	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	68	2	4	6	5	0	68	6	0	14	68	5	1	3	3	-9	4.3	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	4	1	2	2	1	2	2	6	6	2	3	3	9	5	30	8	6	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	7379.32	1	0	-9	-9	1	7379.32	7379.32	7379.32	1	170000	4	217.546498277842	1	1	251.303713527851	2	0
J0011406	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	80	2	4	6	6	80	80	7	0	16	80	6	2	3	3	3	4.1	7.1	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	3	1	2	2	1	2	2	7	7	2	1	1	6	5	7	5	26	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	23682.224	3	0	-9	-9	2	25068.5	25068.5	25068.5	2	275000	5	433.119692307692	3	0	433.119692307692	4	0
J0011407	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	66	2	4	6	5	65	65	6	0	14	66	5	2	3	3	3	5	9.1	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	5	1	2	2	1	2	2	8	8	2	1	1	4	4	4	4	29	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	22467.04	3	0	-9	-9	2	23113.8	23113.8	23113.8	2	360000	5	401.596923076923	3	0	401.596923076923	3	0
J0011408	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	1	53	1	3	4	4	48	48	5	0	11	53	4	0	1	1	2	4.1	9.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	2	1	1	1	-9	5	4	1	2	2	1	2	2	7	7	2	3	3	6	5	7	5	26	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	27738.36	4	0	-9	-9	2	37225	37225	37225	2	250000	5	508.487692307692	4	0	508.487692307692	4	0
J0012101	4	3	6	3	3	3	1	0	1	0	0	1	1	2	1	1	2	-9	-9	0	50	1	3	4	4	0	17	4	0	4	50	4	0	6	3	-9	3.1	0	4	-9	0	0	2	1	2	1	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	4	2	2	2	1	2	2	7	7	2	3	3	22	7	22	7	11	2	9	1	2	2	2	1	1	2	103.846153846154	-9	-9	-9	-9	17981.85	2	0	-9	-9	2	21595.6	21595.6	29395.6	2	223000	5	348.985685367264	2	0	253.735780065005	2	0
J0012102	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	1	60	2	3	5	4	63	60	6	0	11	63	5	2	1	1	2	4.1	12.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	3	3	7	5	7	5	26	2	9	1	2	2	2	1	2	2	142.192307692308	-9	-9	-9	-9	34655.76	4	0	-9	-9	2	42593	42593	42593	2	75000	2	648.476153846154	4	0	506.283846153846	4	0
J0012103	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	2	27	1	1	2	2	28	27	5	0	7	28	2	0	1	1	1	12.3	10	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	2	2	12	6	5	5	28	1	9	1	2	2	2	1	2	2	99.9230769230769	-9	-9	-9	-9	21712.52	3	0	-9	-9	2	24978.75	24978.75	24978.75	2	69000	2	398.836923076923	3	0	298.913846153846	2	0
J0012105	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	1	1	2	0	26	1	1	2	2	26	2	1	2	1	26	2	0	4	2	2	13.4	12.2	2	1	1	1	0	0	2	0	1	1	1	1	1	1	1	1	2	1	-9	-9	1	3	2	2	2	2	1	2	2	4	4	2	3	3	4	4	-9	-9	-9	3	9	5	5	4	4	2	2	2	-9	86	0	86	0	12897	2	6	86	1	1	12897	17369	12897	1	-99999999	-9	238.585164835165	1	1	177.156593406593	1	1
J0012106	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	31	1	2	2	2	0	31	5	0	9	31	2	0	1	1	-9	7.1	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	4	2	1	2	2	1	2	2	5	5	2	3	3	6	5	6	5	27	2	9	1	2	2	2	1	2	2	106.153846153846	-9	-9	-9	-9	14798.36	2	0	-9	-9	2	18275	18275	18275	2	39000	1	403.80625717566	3	0	283.441976127321	2	0
J0012107	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	39	1	2	3	3	0	39	5	0	9	39	3	0	1	1	-9	7.1	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	4	2	1	2	2	1	2	2	4	4	2	3	3	14	6	14	6	19	1	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	21676.36	3	0	-9	-9	2	28237.5	28237.5	28237.5	2	140000	4	601.223019517796	4	0	694.51624668435	5	0
J0012108	3	1	2	2	2	3	1	1	0	1	0	1	0	2	1	1	1	1	2	1	27	1	1	2	2	29	3	1	1	1	29	2	0	1	1	2	5	7.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	3	2	2	2	1	2	2	5	5	2	2	2	5	5	5	5	28	1	9	1	2	2	2	1	2	2	166.423076923077	-9	-9	-9	-9	21607.56	3	0	-9	-9	2	24403.6	24403.6	24403.6	2	27000	1	328.085897435897	2	0	189.4	1	1
J0012201	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	57	1	3	5	4	0	57	5	0	12	57	4	0	2	1	-9	7.3	0	2	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	3	3	11	6	11	6	22	2	9	1	2	2	2	1	1	2	23.0769230769231	-9	-9	-9	-9	9380.76	1	0	-9	-9	2	10255	10255	10255	2	169000	4	244.819460390356	1	1	243.020888594164	2	0
J0012203	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	80	2	4	6	6	70	70	6	0	14	80	6	2	3	3	3	9.1	12.1	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	2	1	2	2	1	2	2	4	4	2	1	1	26	7	27	7	6	1	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	10904	1	6	-9	-9	1	10904	10904	10904	1	241408	5	193.634615384615	1	1	193.634615384615	1	1
J0012204	2	1	4	1	1	3	1	1	0	1	0	0	1	2	1	1	-9	-9	2	0	76	2	4	6	6	74	40	5	0	10	76	6	2	3	3	3	7.4	13.1	3	3	0	0	3	0	2	1	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	3	2	2	2	1	2	2	6	6	2	3	3	28	7	28	7	6	1	9	2	1	1	1	1	1	1	0	-9	-9	-9	-9	19528.64	3	0	-9	-9	2	20812.5	20812.5	23412.5	1	180000	4	306.443609022556	2	0	287.021126760563	2	0
J0012207	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	1	1	2	1	30	1	2	2	2	31	1	1	2	1	31	2	0	1	1	2	2	13.5	1	1	2	0	0	0	2	0	1	1	1	2	1	1	1	2	1	2	1	1	-9	4	3	2	2	2	1	2	2	6	6	2	2	2	2	3	2	3	31	2	3	1	2	2	2	1	2	2	168.230769230769	-9	-9	-9	-9	42544.76	5	0	-9	-9	2	54217.4	54217.4	54217.4	2	53000	2	568.815384615385	4	0	448.65054945055	4	0
J0012208	3	1	2	2	2	3	1	1	0	1	0	1	0	2	1	1	-9	-9	2	1	36	1	2	3	3	33	6	2	1	2	36	3	0	1	1	4	8.1	3.2	1	2	1	1	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	3	2	2	2	1	2	2	6	6	2	1	1	5	5	6	5	27	2	9	1	2	2	2	1	2	2	81.4615384615385	-9	-9	-9	-9	27688.85	4	0	-9	-9	2	34385.85	34385.85	34385.85	2	168000	4	422.946314102564	3	0	355.061698717949	3	0
J0012301	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	70	2	4	6	5	0	70	6	0	14	70	5	1	3	3	-9	12.1	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	4	2	1	2	2	1	2	2	4	4	2	1	1	11	6	13	6	20	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	13072.4	2	0	-9	-9	2	13855.5	13855.5	13855.5	2	200000	5	349.523536165327	2	0	403.759946949602	3	0
J0012303	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	53	1	3	4	4	56	53	5	0	12	56	4	0	2	1	6	12.1	12.1	2	3	1	0	1	0	2	0	1	1	1	1	1	1	1	1	2	1	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	2	2	26	7	24	7	9	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	15171	2	0	-9	-9	2	15288	15288	15288	2	160000	4	269.923076923077	1	0	269.923076923077	2	0
J0012304	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	65	2	4	6	5	64	64	6	0	12	65	5	2	3	3	3	3.1	12.1	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	3	1	2	2	1	2	2	7	7	2	1	1	27	7	27	7	6	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	28385.5	4	0	-9	-9	2	31347.5	31347.5	31347.5	2	350000	5	515.413461538462	4	0	515.413461538462	4	0
J0012305	3	1	3	2	2	4	1	1	0	1	0	1	1	2	1	1	-9	-9	2	3	54	1	3	4	4	44	15	3	1	2	54	4	0	1	1	1	1	5	1	1	3	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	5	3	2	2	1	2	2	8	8	2	1	1	2	3	2	3	31	2	2	1	2	2	2	1	2	2	530.769230769231	-9	-9	-9	-9	97254.96	5	0	-9	-9	2	142618.1	142618.1	152218.1	2	500000	5	1195.85634847081	5	0	790.408862876254	5	0
J0012306	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	68	2	4	6	5	58	58	5	0	12	68	5	1	3	3	2	13.3	7.2	2	1	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	2	1	2	2	1	2	2	4	4	2	2	2	7	5	7	5	26	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	22130.2	3	0	-9	-9	2	23487.75	23487.75	23487.75	2	165000	4	407.6	3	0	407.6	3	0
J0012401	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	2	25	1	1	2	2	20	20	4	0	6	25	2	0	1	1	1	3.1	13.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	1	2	-9	-9	-9	3	1	3	11	6	6	3	2	2	-9	130.384615384615	0	130.384615384615	0	29869.52	4	0	0	2	2	35955	35955	35955	2	-99999999	-9	560.380192307692	4	0	429.995576923077	4	0
J0012402	5	2	7	4	4	3	2	0	1	0	1	0	1	1	2	2	2	-9	-9	1	72	2	4	6	5	0	49	5	0	11	72	5	1	3	3	-9	11.1	0	3	-9	1	0	2	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	3	3	3	2	2	1	2	2	5	5	2	2	2	31	8	-9	-9	-9	3	9	3	8	5	6	3	1	2	-9	93.2307692307692	0	93.2307692307692	0	8580	1	0	0	2	2	8580	8580	28380	2	-99999999	-9	381.034702139965	3	0	291.229144095341	2	0
J0012403	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	51	1	3	4	4	0	51	5	0	12	51	4	0	1	1	-9	11.1	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	2	2	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	3	4	3	4	30	2	9	1	2	2	2	1	2	2	83.5384615384615	-9	-9	-9	-9	12916.76	2	0	-9	-9	2	15455	15455	15455	2	69000	2	349.799368541906	2	0	260.04675066313	2	0
J0012405	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	-9	-9	2	1	43	1	2	3	3	39	7	2	2	2	43	3	0	6	3	1	7.1	2	1	1	1	0	1	0	2	0	1	1	1	1	1	1	1	1	2	1	1	1	-9	4	3	2	2	2	1	2	2	6	6	2	3	3	17	6	13	6	20	1	9	1	2	2	2	1	1	1	73.8461538461538	-9	-9	-9	-9	27998.36	4	0	-9	-9	2	30794.4	30794.4	30794.4	1	177000	4	371.227472527473	2	0	318.48021978022	3	0
J0012406	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	79	2	4	6	6	78	78	7	0	16	79	6	2	3	3	3	11.2	12.1	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	17	6	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	60	0	60	0	12380	2	0	0	2	2	12485	12485	12485	2	-99999999	-9	223.211538461538	1	1	163.211538461538	1	1
J0012407	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	80	2	4	6	6	83	80	7	0	15	83	6	2	3	3	3	13.4	13.4	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	5	3	1	2	2	1	2	2	5	5	2	3	3	80	8	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	70	0	70	0	16766	2	0	0	2	2	16953.5	16953.5	16953.5	2	-99999999	-9	306.365384615385	2	0	236.365384615385	2	0
J0012408	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	-9	-9	2	1	45	1	3	4	4	49	10	2	2	2	49	3	0	1	1	6	2	5	1	3	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	5	3	2	2	1	2	2	9	8	2	3	3	0	1	2	3	31	2	3	2	1	1	1	1	1	2	0	-9	-9	-9	-9	67485.36	5	0	-9	-9	2	102264.9	102264.9	102264.9	2	515000	5	902.491208791209	5	0	902.491208791209	5	0
J0013102	4	3	5	3	3	2	1	0	1	0	0	1	0	2	1	1	2	-9	-9	0	38	1	2	3	3	0	3	1	1	1	38	3	0	6	3	-9	13.2	0	4	-9	0	0	1	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	1	3	2	2	2	2	1	2	2	4	4	2	4	4	3	4	-9	-9	-9	3	9	5	5	4	4	2	2	2	-9	125.615384615385	0	125.615384615385	0	7656	1	6	121	1	1	7656	13948	7656	1	-99999999	-9	308.311229000884	2	0	182.84023668639	1	1
J0013104	3	1	2	2	2	3	1	1	0	1	0	1	0	2	1	1	1	1	2	1	24	1	1	1	1	22	0	1	1	1	24	1	0	1	1	6	4.1	0	1	3	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	3	2	2	2	2	1	2	2	4	4	2	3	3	0	1	0	1	32	1	1	1	2	2	2	1	2	2	90	-9	-9	-9	-9	13630.76	2	0	-9	-9	1	15095.6	15095.6	15095.6	1	64000	2	202.848717948718	1	1	127.848717948718	1	1
J0013107	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	58	1	3	5	4	0	58	5	0	11	58	4	0	1	1	-9	7.2	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	5	3	1	2	2	1	2	2	7	7	2	1	1	43	8	43	8	4	1	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	9631.56	1	0	-9	-9	2	10412.5	10412.5	10412.5	2	200000	5	245.021814006889	1	1	283.042440318302	2	0
J0013201	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	2	50	1	3	4	4	55	50	5	0	12	55	4	0	1	1	1	3.1	4.3	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	2	1	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	1	1	2	3	3	4	30	2	3	1	2	2	2	1	2	2	34.6153846153846	-9	-9	-9	-9	53294.61	5	0	-9	-9	2	69482.5	69482.5	69482.5	2	195000	5	990.588653846155	5	0	955.97326923077	5	0
J0013202	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	2	35	1	2	3	3	33	33	5	0	10	35	3	0	1	1	1	4.1	7.1	1	1	2	0	0	0	2	0	1	1	1	2	1	1	1	2	1	2	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	0	1	-9	-9	-9	3	7	3	11	5	6	3	2	2	-9	150	0	150	0	27355.12	4	0	0	2	2	33280	33280	33280	2	-99999999	-9	501.117692307692	4	0	351.117692307692	3	0
J0013204	3	1	2	2	2	4	1	1	0	1	0	2	0	2	1	1	-9	-9	2	1	46	1	3	4	4	43	0	1	2	1	46	3	0	1	1	6	5	9.1	1	3	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	3	2	2	2	1	2	2	5	5	2	1	1	9	5	9	5	24	2	9	1	2	2	2	1	2	2	161.538461538462	-9	-9	-9	-9	31414.76	4	0	-9	-9	2	38755.4	38755.4	38755.4	2	125000	4	411.466483516484	3	0	296.081868131868	2	0
J0013205	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	76	2	4	6	6	0	76	7	0	16	76	6	1	3	3	-9	2	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	1	1	20	7	20	7	13	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	11588	1	0	-9	-9	2	11963	11963	11963	2	250000	5	306.917336394948	2	0	354.542440318302	3	0
J0013206	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	2	24	1	1	1	1	27	24	4	0	6	27	2	0	1	1	1	3.1	3.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	2	1	-9	-9	-9	5	3	1	2	2	1	2	2	5	5	2	1	1	0	1	-9	-9	-9	3	7	3	11	5	6	3	2	2	-9	156.923076923077	0	156.923076923077	0	26824.72	4	0	0	2	2	32500	32500	32500	2	-99999999	-9	494.802307692308	3	0	337.879230769231	3	0
