aacode	aagfh11	paired	casecat	fqtr	fmonth	fyear	tenure8x	tenure4x	tenure2x	gorehcs	gorehs	region3x	rumorph	imd1010	market_r
J0411408	1605.0404025743	1	1	1	5	2011	4	4	2	9	8	2	1	5	2
J0411409	1653.73786620727	0	5	1	5	2011	1	1	1	9	8	2	1	7	-9
J0411411	1765.10417249749	0	5	1	5	2011	1	1	1	9	8	2	1	3	-9
J0411412	1034.17870349074	1	1	1	5	2011	2	2	1	9	8	2	1	7	3
J0411413	1319.42751903551	1	1	1	5	2011	3	3	2	9	8	2	1	7	1
J0412101	4264.06179044547	0	4	2	7	2011	1	1	1	9	8	2	1	10	-9
J0412105	1414.1977929746	1	1	2	7	2011	2	2	1	9	8	2	1	6	3
J0412107	3853.83724941067	0	5	2	7	2011	1	1	1	9	8	2	1	9	-9
J0412108	1905.19148669016	1	1	2	7	2011	2	2	1	9	8	2	1	10	3
J0412110	2138.79145813368	1	1	2	7	2011	3	3	2	9	8	2	1	6	1
J0412202	4103.19736077968	1	1	2	7	2011	1	1	1	9	8	2	1	8	-9
J0412204	2054.79277422999	1	1	2	7	2011	1	1	1	9	8	2	1	4	-9
J0412205	2319.43977615965	0	4	2	7	2011	2	2	1	9	8	2	1	4	3
J0412206	1949.32197629882	0	5	2	7	2011	1	1	1	9	8	2	1	7	-9
J0412207	1884.16907011899	0	4	2	7	2011	1	1	1	9	8	2	1	6	-9
J0412209	4260.26811821945	1	1	2	7	2011	2	2	1	9	8	2	1	7	3
J0412210	3402.34195095168	0	5	2	7	2011	1	1	1	9	8	2	1	6	-9
J0412211	1365.6047081764	1	1	2	7	2011	1	1	1	9	8	2	1	8	-9
J0412301	2072.95509897241	0	4	2	8	2011	2	2	1	9	8	2	1	6	3
J0412302	1122.31844208847	0	4	2	8	2011	3	3	2	9	8	2	1	6	1
J0412303	1772.15390402094	0	5	2	8	2011	1	1	1	9	8	2	1	4	-9
J0412304	4633.98053877639	0	4	2	8	2011	1	1	1	9	8	2	1	6	-9
J0412306	1473.11992959869	0	4	2	8	2011	1	1	1	9	8	2	1	6	-9
J0412310	1752.76929493139	1	1	2	8	2011	2	2	1	9	8	2	1	6	3
J0412311	1431.38332190951	1	1	2	8	2011	1	1	1	9	8	2	1	3	-9
J0412401	1399.27518615259	1	1	2	8	2011	2	2	1	9	8	2	1	3	3
J0412402	763.597830664333	0	4	2	8	2011	1	1	1	9	8	2	1	3	-9
J0412404	2628.31358766306	1	1	2	8	2011	2	2	1	9	8	2	1	6	3
J0412405	1554.16660105149	1	1	2	8	2011	2	2	1	9	8	2	1	2	3
J0412406	1492.62405336631	1	1	2	8	2011	1	1	1	9	8	2	1	5	-9
J0412408	2672.39243018779	0	5	2	8	2011	1	1	1	9	8	2	1	6	-9
J0412410	1998.18475825708	1	1	2	8	2011	2	2	1	9	8	2	1	6	4
J0413101	1768.49054475447	1	1	3	10	2011	2	2	1	9	8	2	1	2	3
J0413102	1097.65882086372	0	5	3	10	2011	1	1	1	9	8	2	1	1	-9
J0413105	1094.5547374975	0	4	3	10	2011	3	3	2	9	8	2	1	1	1
J0413106	1095.29316159615	0	4	3	10	2011	3	3	2	9	8	2	1	1	1
J0413107	674.026235080854	0	5	3	10	2011	3	3	2	9	8	2	1	1	1
J0413113	1873.49729454389	0	5	3	10	2011	1	1	1	9	8	2	1	4	-9
J0413201	4436.10103203442	0	4	3	10	2011	4	4	2	9	8	2	1	6	2
J0413202	997.279667489485	0	5	3	10	2011	1	1	1	9	8	2	1	1	-9
J0413203	6241.21977514238	1	1	3	10	2011	1	1	1	9	8	2	1	2	-9
J0413205	2227.05974116252	1	1	3	10	2011	3	3	2	9	8	2	1	1	1
J0413206	2130.55618700063	1	1	3	10	2011	1	1	1	9	8	2	1	1	-9
J0413208	1703.75859103814	1	1	3	10	2011	2	2	1	9	8	2	1	3	3
J0413210	2953.65365369037	0	5	3	10	2011	1	1	1	9	8	2	1	3	-9
J0413211	4371.64972424118	1	1	3	10	2011	1	1	1	9	8	2	1	3	-9
J0413301	2178.19109128965	0	5	3	11	2011	1	1	1	9	8	2	1	4	-9
J0413303	1377.65489089377	0	5	3	11	2011	4	4	2	9	8	2	1	1	2
J0413304	1525.68580640576	1	1	3	11	2011	4	4	2	9	8	2	1	2	2
J0413307	1175.7638975769	1	1	3	11	2011	4	4	2	9	8	2	1	3	2
J0413310	779.146383210912	0	5	3	11	2011	4	4	2	9	8	2	1	2	2
J0413311	1461.72969744264	1	1	3	11	2011	4	4	2	9	8	2	1	2	2
J0413313	1372.85266945581	0	5	3	11	2011	1	1	1	9	8	2	1	3	-9
J0413403	1237.26636386005	1	1	3	11	2011	4	4	2	9	8	2	1	1	2
J0413405	761.989807195639	1	1	3	11	2011	3	3	2	9	8	2	1	1	1
J0413409	756.011258614271	0	5	3	11	2011	4	4	2	9	8	2	1	4	2
J0413410	2772.32868694389	0	4	3	11	2011	1	1	1	9	8	2	1	3	-9
J0413411	1527.05508685884	0	5	3	11	2011	1	1	1	9	8	2	1	3	-9
J0413413	1669.10070994941	1	1	3	11	2011	2	2	1	9	8	2	1	2	3
J0414102	862.187994859208	0	4	4	1	2012	1	1	1	9	8	2	1	2	-9
J0414103	1339.52882723004	0	5	4	1	2012	1	1	1	9	8	2	1	3	-9
J0414104	1478.10851042675	0	5	4	1	2012	1	1	1	9	8	2	1	10	-9
J0414105	2233.07151417487	0	4	4	1	2012	1	1	1	9	8	2	1	5	-9
J0414112	1284.92293696371	0	4	4	1	2012	1	1	1	9	8	2	1	10	-9
J0414202	1602.75377382674	0	5	4	1	2012	4	4	2	9	8	2	1	4	2
J0414204	1414.8659582108	1	1	4	1	2012	2	2	1	9	8	2	1	7	3
J0414206	757.522847988051	1	1	4	1	2012	2	2	1	9	8	2	1	3	5
J0414207	1238.94797587899	0	5	4	1	2012	1	1	1	9	8	2	1	5	-9
J0414208	1403.91764489828	0	4	4	1	2012	1	1	1	9	8	2	1	5	-9
J0414209	1284.47749193297	0	4	4	1	2012	2	2	1	9	8	2	1	6	5
J0414210	1177.44901188874	0	4	4	1	2012	1	1	1	9	8	2	1	8	-9
J0414211	1361.72187493711	0	5	4	1	2012	1	1	1	9	8	2	1	8	-9
J0414301	1686.30773965829	1	1	4	2	2012	1	1	1	9	8	2	1	3	-9
J0414302	911.801082834444	1	1	4	2	2012	3	3	2	9	8	2	1	3	1
J0414303	1500.51325715774	0	4	4	2	2012	1	1	1	9	8	2	1	8	-9
J0414304	1323.46706079838	0	5	4	2	2012	1	1	1	9	8	2	1	8	-9
J0414307	1657.60779661165	0	5	4	2	2012	1	1	1	9	8	2	1	4	-9
J0414308	1144.04241144107	1	1	4	2	2012	1	1	1	9	8	2	1	6	-9
J0414309	2947.47102868906	0	5	4	2	2012	1	1	1	9	8	2	1	6	-9
J0414311	1712.28901597105	1	1	4	2	2012	1	1	1	9	8	2	1	6	-9
J0414312	761.115674957676	1	1	4	2	2012	4	4	2	9	8	2	1	3	2
J0414403	1361.53149052629	0	5	4	2	2012	1	1	1	9	8	2	1	6	-9
J0414405	2016.36273848412	1	1	4	2	2012	2	2	1	9	8	2	1	8	3
J0414411	1624.10019906548	1	1	4	2	2012	1	1	1	9	8	2	1	7	-9
J0421101	773.990731372686	1	1	1	4	2011	4	4	2	9	8	2	1	2	2
J0421102	828.598765317228	1	1	1	4	2011	3	3	2	9	8	2	1	2	1
J0421110	895.85886344377	1	1	1	4	2011	4	4	2	9	8	2	1	2	2
J0421203	1159.37356043596	1	1	1	4	2011	2	2	1	9	8	2	1	1	3
J0421207	2405.56834909947	1	1	1	4	2011	4	4	2	9	8	2	1	3	2
J0421208	860.883671097476	1	1	1	4	2011	3	3	2	9	8	2	1	2	1
J0421209	905.570188479799	1	1	1	4	2011	3	3	2	9	8	2	1	2	1
J0421210	1388.60525119789	1	1	1	4	2011	3	3	2	9	8	2	1	2	1
J0421213	868.789438648189	1	1	1	4	2011	1	1	1	9	8	2	1	1	-9
J0421301	1488.66070209495	0	5	1	5	2011	1	1	1	9	8	2	1	4	-9
J0421303	2176.83503750806	0	4	1	5	2011	3	3	2	9	8	2	1	3	1
J0421305	1988.32161889035	1	1	1	5	2011	2	2	1	9	8	2	1	2	5
J0421307	2722.09929888591	1	1	1	5	2011	3	3	2	9	8	2	1	1	1
J0421310	4252.04940894923	0	4	1	5	2011	1	1	1	9	8	2	1	3	-9
J0421403	2663.72717379346	1	1	1	5	2011	3	3	2	9	8	2	1	1	1
J0421404	2083.87489871143	0	5	1	5	2011	1	1	1	9	8	2	1	7	-9
J0421407	1050.75002187934	1	1	1	5	2011	3	3	2	9	8	2	1	2	1
J0421408	1556.37365405237	0	4	1	5	2011	4	4	2	9	8	2	1	3	2
J0421410	1692.69330507639	0	5	1	5	2011	1	1	1	9	8	2	1	7	-9
J0422103	1461.30152384488	0	4	2	7	2011	3	3	2	9	8	2	1	5	1
J0422106	1810.6234159087	1	1	2	7	2011	2	2	1	9	8	2	1	3	3
J0422107	1649.56156309432	0	5	2	7	2011	1	1	1	9	8	2	1	7	-9
J0422108	2128.82681532311	1	1	2	7	2011	3	3	2	9	8	2	1	4	1
J0422203	815.702885596937	1	1	2	7	2011	3	3	2	9	8	2	1	4	1
J0422205	810.955700185542	1	1	2	7	2011	3	3	2	9	8	2	1	3	1
J0422207	1749.45758783876	0	5	2	7	2011	1	1	1	9	8	2	1	5	-9
J0422301	1642.55702575927	1	1	2	8	2011	4	4	2	9	8	2	1	6	2
J0422302	1836.27077718073	1	1	2	8	2011	2	2	1	9	8	2	1	8	3
J0422304	1993.29997473148	1	1	2	8	2011	1	1	1	9	8	2	1	6	-9
J0422305	2015.66509406137	0	5	2	8	2011	1	1	1	9	8	2	1	5	-9
J0422309	894.304187968183	1	1	2	8	2011	2	2	1	9	8	2	1	4	3
J0422310	1764.35807223904	0	5	2	8	2011	1	1	1	9	8	2	1	7	-9
J0422405	2150.82643346828	1	1	2	8	2011	4	4	2	9	8	2	1	3	2
J0422408	1569.76414524498	1	1	2	8	2011	1	1	1	9	8	2	1	7	-9
J0423103	2033.69186378923	1	1	3	10	2011	1	1	1	9	8	2	1	6	-9
J0423211	2130.61200534664	1	1	3	10	2011	2	2	1	9	8	2	1	7	3
J0423404	2816.77427335252	1	1	3	11	2011	2	2	1	9	8	2	1	4	5
J0423406	1664.27198187441	0	5	3	11	2011	1	1	1	9	8	2	1	8	-9
J0424101	2402.651844419	1	1	4	1	2012	1	1	1	9	8	2	1	3	-9
J0424102	1531.81056177946	0	5	4	1	2012	1	1	1	9	8	2	1	4	-9
J0424103	1834.5996503721	1	1	4	1	2012	1	1	1	9	8	2	1	2	-9
J0424105	1668.94567221263	1	1	4	1	2012	4	4	2	9	8	2	1	4	2
J0424110	941.54729744276	0	5	4	1	2012	4	4	2	9	8	2	1	4	2
J0424204	1843.93740285187	0	5	4	1	2012	1	1	1	9	8	2	1	6	-9
J0424206	2147.96173445479	1	1	4	1	2012	1	1	1	9	8	2	1	6	-9
J0424207	2192.83279681673	1	1	4	1	2012	4	4	2	9	8	2	1	2	2
J0424306	2111.72175161366	0	5	4	2	2012	1	1	1	9	8	2	1	7	-9
J0424307	1833.2975152544	0	5	4	2	2012	2	2	1	9	8	2	1	3	5
J0424308	754.070357090073	1	1	4	2	2012	3	3	2	9	8	2	1	2	1
J0424309	963.958877843538	0	5	4	2	2012	1	1	1	9	8	2	1	2	-9
J0424310	1800.54233571583	1	1	4	2	2012	3	3	2	9	8	2	1	6	1
J0424404	6308.28249576019	1	1	4	2	2012	3	3	2	9	8	2	1	4	1
J0424406	1318.12320769789	0	5	4	2	2012	1	1	1	9	8	2	1	2	-9
J0424408	960.900033627598	1	1	4	2	2012	3	3	2	9	8	2	1	3	1
J0424409	9433.24767391197	1	1	4	2	2012	2	2	1	9	8	2	1	5	3
J0424410	1936.12734322881	0	4	4	2	2012	2	2	1	9	8	2	1	3	3
J0424411	1509.31369866847	0	5	4	2	2012	1	1	1	9	8	2	1	7	-9
J0431105	988.270143721959	1	1	1	4	2011	1	1	1	9	8	2	1	3	-9
J0431106	1072.82262191431	1	1	1	4	2011	2	2	1	9	8	2	1	2	4
J0431109	1173.98129378175	1	1	1	4	2011	1	1	1	9	8	2	1	3	-9
J0431110	1104.11580855575	1	1	1	4	2011	2	2	1	9	8	2	1	8	5
J0431115	1005.53996068249	0	4	1	4	2011	3	3	2	9	8	2	1	5	1
J0431202	1311.05684672292	1	1	1	4	2011	4	4	2	9	8	2	1	2	2
J0431206	958.485362386001	1	1	1	4	2011	3	3	2	9	8	2	1	5	1
J0431209	1230.58453994477	0	4	1	4	2011	4	4	2	9	8	2	1	7	2
J0431210	949.306067382155	0	4	1	4	2011	2	2	1	9	8	2	1	3	5
J0431211	1037.5551060381	1	1	1	4	2011	3	3	2	9	8	2	1	3	1
J0431213	1312.54018719979	0	5	1	4	2011	1	1	1	9	8	2	1	8	-9
J0431301	2940.58177792437	1	1	1	5	2011	2	2	1	9	8	2	1	6	4
J0431302	2101.63455069911	0	5	1	5	2011	1	1	1	9	8	2	1	5	-9
J0431310	983.184625399401	0	4	1	5	2011	2	2	1	9	8	2	1	6	3
J0431312	988.512532564765	1	1	1	5	2011	2	2	1	9	8	2	1	3	3
J0431315	1363.31758778769	1	1	1	5	2011	1	1	1	9	8	2	1	4	-9
J0431407	1078.53069970919	1	1	1	5	2011	3	3	2	9	8	2	1	2	1
J0431408	1142.6106275367	0	4	1	5	2011	3	3	2	9	8	2	1	5	1
J0431409	1541.52526018302	0	4	1	5	2011	1	1	1	9	8	2	1	5	-9
J0431416	1139.10165265371	0	4	1	5	2011	3	3	2	9	8	2	1	5	1
J0432101	2572.95642004404	0	4	2	7	2011	2	2	1	9	8	2	1	7	4
J0432105	877.798903042315	1	1	2	7	2011	3	3	2	9	8	2	1	1	1
J0432106	1034.88064735453	0	5	2	7	2011	1	1	1	9	8	2	1	1	-9
J0432108	1292.04764975283	1	1	2	7	2011	3	3	2	9	8	2	1	2	1
J0432111	2517.20186411123	0	4	2	7	2011	2	2	1	9	8	2	1	8	4
J0432201	935.657928998116	1	1	2	7	2011	1	1	1	9	8	2	1	4	-9
J0432207	2328.29575892582	0	4	2	7	2011	1	1	1	9	8	2	1	7	-9
J0432210	1772.96715103067	0	4	2	7	2011	1	1	1	9	8	2	1	7	-9
J0432211	1570.01510578666	0	5	2	7	2011	1	1	1	9	8	2	1	7	-9
J0432216	1057.16245599133	0	4	2	7	2011	2	2	1	9	8	2	1	6	3
J0432301	2021.30977421342	1	1	2	8	2011	2	2	1	9	8	2	1	6	3
J0432302	1668.78640923209	1	1	2	8	2011	3	3	2	9	8	2	1	5	1
J0432303	1642.27252661452	1	1	2	8	2011	1	1	1	9	8	2	1	5	-9
J0432304	1784.30295817995	0	5	2	8	2011	1	1	1	9	8	2	1	4	-9
J0432306	2677.60991823057	1	1	2	8	2011	2	2	1	9	8	2	1	7	3
J0432307	1642.02658870309	0	5	2	8	2011	1	1	1	9	8	2	1	6	-9
J0432312	874.918021071445	1	1	2	8	2011	2	2	1	9	8	2	1	2	3
J0432404	1227.41442676323	1	1	2	8	2011	1	1	1	9	8	2	1	2	-9
J0432408	2892.51218720463	1	1	2	8	2011	2	2	1	9	8	2	1	3	4
J0432409	993.830677839718	1	1	2	8	2011	4	4	2	9	8	2	1	3	2
J0432410	825.491330023789	0	4	2	8	2011	4	4	2	9	8	2	1	2	2
J0432411	1257.08652973162	0	5	2	8	2011	1	1	1	9	8	2	1	3	-9
J0432412	914.051045705324	0	4	2	8	2011	3	3	2	9	8	2	1	1	1
J0432413	882.177869650021	1	1	2	8	2011	4	4	2	9	8	2	1	4	2
J0432417	2041.26716833691	1	1	2	8	2011	1	1	1	9	8	2	1	8	-9
J0433101	1586.63583762035	1	1	3	10	2011	1	1	1	9	8	2	1	2	-9
J0433102	2312.04453973616	0	5	3	10	2011	3	3	2	9	8	2	1	2	1
J0433103	883.336879777618	1	1	3	10	2011	3	3	2	9	8	2	1	2	1
J0433108	914.69202026143	0	5	3	10	2011	1	1	1	9	8	2	1	6	-9
J0433109	932.210747500602	0	4	3	10	2011	3	3	2	9	8	2	1	5	1
J0433201	1123.82462390385	0	4	3	10	2011	2	2	1	9	8	2	1	5	4
J0433202	1615.76453031683	1	1	3	10	2011	1	1	1	9	8	2	1	6	-9
J0433209	1208.58775066531	0	4	3	10	2011	2	2	1	9	8	2	1	3	3
J0433213	2451.20520937184	0	5	3	10	2011	1	1	1	9	8	2	1	4	-9
J0433214	2439.10843369665	0	5	3	10	2011	2	2	1	9	8	2	1	7	5
J0433303	792.463863932568	0	5	3	11	2011	1	1	1	9	8	2	1	3	-9
J0433309	4359.81110969729	0	5	3	11	2011	1	1	1	9	8	2	1	4	-9
J0433311	808.579418395005	1	1	3	11	2011	3	3	2	9	8	2	1	1	1
J0433312	1277.35687059477	0	4	3	11	2011	2	2	1	9	8	2	1	5	4
J0433314	1134.74873090776	0	5	3	11	2011	1	1	1	9	8	2	1	3	-9
J0433401	2174.05218263559	1	1	3	11	2011	4	4	2	9	8	2	1	2	2
J0433406	1132.12355846621	1	1	3	11	2011	3	3	2	9	8	2	1	1	1
J0433407	1721.88606057434	0	5	3	11	2011	3	3	2	9	8	2	1	1	1
J0433409	1100.42401472276	1	1	3	11	2011	3	3	2	9	8	2	1	1	1
J0433410	1235.49125928986	0	5	3	11	2011	1	1	1	9	8	2	1	2	-9
J0433412	2004.65993986021	1	1	3	11	2011	3	3	2	9	8	2	1	1	1
J0433414	906.34850846995	0	5	3	11	2011	4	4	2	9	8	2	1	1	2
J0433417	1021.13050838835	0	4	3	11	2011	4	4	2	9	8	2	1	2	2
J0434101	2068.75883171724	0	5	4	1	2012	2	2	1	9	8	2	1	2	3
J0434102	1158.20671364667	1	1	4	1	2012	2	2	1	9	8	2	1	2	3
J0434103	757.302829641107	1	1	4	1	2012	3	3	2	9	8	2	1	2	1
J0434104	1151.2274103497	1	1	4	1	2012	3	3	2	9	8	2	1	2	1
J0434105	767.050339613472	0	4	4	1	2012	3	3	2	9	8	2	1	3	1
J0434106	1025.59086856495	1	1	4	1	2012	3	3	2	9	8	2	1	2	1
J0434108	1220.55690606847	0	5	4	1	2012	1	1	1	9	8	2	1	2	-9
J0434110	1764.42667857593	1	1	4	1	2012	3	3	2	9	8	2	1	2	1
J0434111	836.362979357599	0	5	4	1	2012	3	3	2	9	8	2	1	2	1
J0434113	1719.05428167089	1	1	4	1	2012	2	2	1	9	8	2	1	3	4
J0434114	971.605877142603	1	1	4	1	2012	3	3	2	9	8	2	1	2	1
J0434115	1269.77876458235	1	1	4	1	2012	2	2	1	9	8	2	1	2	5
J0434117	1039.56776469816	0	4	4	1	2012	2	2	1	9	8	2	1	3	3
J0434119	1354.65221252576	1	1	4	1	2012	3	3	2	9	8	2	1	1	1
J0434201	1431.33582896917	0	5	4	1	2012	1	1	1	9	8	2	1	6	-9
J0434202	1023.29813573314	0	5	4	1	2012	2	2	1	9	8	2	1	3	3
J0434204	1883.2778489907	0	5	4	1	2012	1	1	1	9	8	2	1	5	-9
J0434206	2025.64583166997	0	5	4	1	2012	1	1	1	9	8	2	1	6	-9
J0434208	901.458098934461	1	1	4	1	2012	3	3	2	9	8	2	1	3	1
J0434210	1906.60538726876	0	4	4	1	2012	2	2	1	9	8	2	1	3	3
J0434211	1148.49754386798	1	1	4	1	2012	2	2	1	9	8	2	1	2	3
J0434212	1277.35686636328	0	5	4	1	2012	2	2	1	9	8	2	1	3	3
J0434213	926.753075680419	1	1	4	1	2012	4	4	2	9	8	2	1	2	2
J0434304	2017.98706383766	0	4	4	2	2012	1	1	1	9	8	2	1	9	-9
J0434306	1782.18198987699	0	5	4	2	2012	1	1	1	9	8	2	1	7	-9
J0434307	3232.19793217489	1	1	4	2	2012	1	1	1	9	8	2	1	7	-9
J0434310	2241.38480606499	0	5	4	2	2012	1	1	1	9	8	2	1	9	-9
J0434312	917.95423038467	1	1	4	2	2012	3	3	2	9	8	2	1	2	1
J0434401	724.199378555022	1	1	4	2	2012	3	3	2	9	8	2	1	3	1
J0434403	1129.12419526812	0	4	4	2	2012	3	3	2	9	8	2	1	4	1
J0434405	2302.51514402772	1	1	4	2	2012	1	1	1	9	8	2	1	5	-9
J0434408	1080.14271258797	1	1	4	2	2012	3	3	2	9	8	2	1	3	1
J0434410	2188.81538777514	1	1	4	2	2012	3	3	2	9	8	2	1	4	1
J0434414	2695.95109160028	0	5	4	2	2012	2	2	1	9	8	2	1	3	3
J0434415	942.496462017651	1	1	4	2	2012	4	4	2	9	8	2	1	3	2
J0441106	2518.1787252496	0	5	1	4	2011	1	1	1	9	8	2	1	8	-9
J0441107	1950.0826432184	1	1	1	4	2011	2	2	1	9	8	2	1	8	5
J0441108	1480.71276541889	0	5	1	4	2011	1	1	1	9	8	2	1	8	-9
J0441112	1804.31957651263	1	1	1	4	2011	2	2	1	9	8	2	1	7	3
J0441113	1550.49546752906	1	1	1	4	2011	1	1	1	9	8	2	1	3	-9
J0441114	1987.78686681843	1	1	1	4	2011	2	2	1	9	8	2	1	4	3
J0441115	843.265192483628	0	5	1	4	2011	1	1	1	9	8	2	1	2	-9
J0441117	1563.03511199175	0	5	1	4	2011	1	1	1	9	8	2	1	6	-9
J0441119	1556.14661636453	0	5	1	4	2011	1	1	1	9	8	2	1	3	-9
J0441120	1211.1823120075	1	1	1	4	2011	1	1	1	9	8	2	1	3	-9
J0441205	1348.06045972099	1	1	1	4	2011	2	2	1	9	8	2	1	4	3
J0441207	2273.54258591775	0	4	1	4	2011	2	2	1	9	8	2	1	7	3
J0441209	1699.58148932825	1	1	1	4	2011	1	1	1	9	8	2	1	5	-9
J0441210	1001.07449051499	0	4	1	4	2011	2	2	1	9	8	2	1	4	3
J0441216	1718.2124522887	1	1	1	4	2011	2	2	1	9	8	2	1	5	3
J0441301	1767.03347845338	1	1	1	5	2011	2	2	1	9	8	2	1	9	3
J0441302	1898.51294399949	1	1	1	5	2011	1	1	1	9	8	2	1	7	-9
J0441303	3716.00334010047	0	4	1	5	2011	1	1	1	9	8	2	1	8	-9
J0441304	1856.55407887105	0	5	1	5	2011	1	1	1	9	8	2	1	7	-9
J0441306	1677.45851016045	0	5	1	5	2011	1	1	1	9	8	2	1	6	-9
J0441307	2299.58212666134	1	1	1	5	2011	1	1	1	9	8	2	1	8	-9
J0441308	1011.7349897177	0	4	1	5	2011	4	4	2	9	8	2	1	2	2
J0441309	1585.52364351103	1	1	1	5	2011	2	2	1	9	8	2	1	7	3
J0441311	1720.042497023	1	1	1	5	2011	1	1	1	9	8	2	1	8	-9
J0441313	1822.99461642305	1	1	1	5	2011	2	2	1	9	8	2	1	7	3
J0441314	1729.79660710662	1	1	1	5	2011	1	1	1	9	8	2	1	7	-9
J0441315	1628.37015122258	0	4	1	5	2011	2	2	1	9	8	2	1	6	3
J0441401	1700.67097435367	1	1	1	5	2011	4	4	2	9	8	2	1	6	2
J0441402	1799.13952192493	0	4	1	5	2011	1	1	1	9	8	2	1	7	-9
J0441403	818.103843564428	1	1	1	5	2011	3	3	2	9	8	2	1	8	1
J0441404	1865.58777166898	1	1	1	5	2011	1	1	1	9	8	2	1	8	-9
J0441405	1471.49292832057	0	5	1	5	2011	1	1	1	9	8	2	1	6	-9
J0441406	852.549221441899	0	4	1	5	2011	4	4	2	9	8	2	1	5	2
J0441407	1478.81730600415	0	5	1	5	2011	1	1	1	9	8	2	1	5	-9
J0441408	1329.35604572503	1	1	1	5	2011	1	1	1	9	8	2	1	6	-9
J0441411	2210.62633944201	1	1	1	5	2011	1	1	1	9	8	2	1	6	-9
J0441415	1964.04108526891	0	4	1	5	2011	2	2	1	9	8	2	1	6	3
J0441416	1922.52064738452	0	5	1	5	2011	1	1	1	9	8	2	1	8	-9
J0442102	1131.42316497886	1	1	2	7	2011	3	3	2	9	8	2	1	2	1
J0442104	2085.67286555759	1	1	2	7	2011	2	2	1	9	8	2	1	2	3
J0442110	680.728273144282	1	1	2	7	2011	4	4	2	9	8	2	1	1	2
J0442111	1819.30447029513	1	1	2	7	2011	4	4	2	9	8	2	1	1	2
J0442116	2056.59320690211	0	4	2	7	2011	1	1	1	9	8	2	1	2	-9
J0442201	1715.61417396331	0	4	2	7	2011	1	1	1	9	8	2	1	4	-9
J0442203	1482.61620911277	0	4	2	7	2011	1	1	1	9	8	2	1	3	-9
J0442210	1208.66057552654	1	1	2	7	2011	3	3	2	9	8	2	1	2	1
J0442211	3012.10692194512	0	5	2	7	2011	1	1	1	9	8	2	1	3	-9
J0442213	1653.98982684297	0	5	2	7	2011	1	1	1	9	8	2	1	4	-9
J0442214	3016.33267032725	1	1	2	7	2011	1	1	1	9	8	2	1	3	-9
J0442215	1883.48541089071	0	4	2	7	2011	2	2	1	9	8	2	1	4	3
J0442216	2056.28617580474	0	5	2	7	2011	1	1	1	9	8	2	1	3	-9
J0442302	1489.24373283177	1	1	2	8	2011	3	3	2	9	8	2	1	1	1
J0442303	1878.98562116919	1	1	2	8	2011	4	4	2	9	8	2	1	2	2
J0442304	1585.04450945383	1	1	2	8	2011	1	1	1	9	8	2	1	2	-9
J0442311	1086.94759157224	0	4	2	8	2011	3	3	2	9	8	2	1	2	1
J0442314	1382.96734741788	0	4	2	8	2011	4	4	2	9	8	2	1	4	2
J0442316	740.682331813085	1	1	2	8	2011	3	3	2	9	8	2	1	2	1
J0442317	1219.12592073537	0	4	2	8	2011	4	4	2	9	8	2	1	3	2
J0442318	2330.55318453064	1	1	2	8	2011	1	1	1	9	8	2	1	3	-9
J0442320	889.978955788843	1	1	2	8	2011	4	4	2	9	8	2	1	2	2
J0442406	3104.11349019725	1	1	2	8	2011	4	4	2	9	8	2	1	3	2
J0442407	1781.34605440842	1	1	2	8	2011	2	2	1	9	8	2	1	6	3
J0442408	3094.92449255138	0	5	2	8	2011	1	1	1	9	8	2	1	6	-9
J0442410	1565.12188050403	0	5	2	8	2011	1	1	1	9	8	2	1	7	-9
J0442411	2045.04548641194	1	1	2	8	2011	1	1	1	9	8	2	1	5	-9
J0442412	1542.93044734015	0	5	2	8	2011	1	1	1	9	8	2	1	8	-9
J0442413	2019.56242700031	1	1	2	8	2011	1	1	1	9	8	2	1	5	-9
J0443101	1470.9116484858	1	1	3	10	2011	3	3	2	9	8	2	1	4	1
J0443105	1177.32736640361	1	1	3	10	2011	4	4	2	9	8	2	1	4	2
J0443106	812.074652148249	1	1	3	10	2011	3	3	2	9	8	2	1	2	1
J0443108	1916.04589615507	0	4	3	10	2011	1	1	1	9	8	2	1	8	-9
J0443110	1723.43364757299	1	1	3	10	2011	3	3	2	9	8	2	1	3	1
J0443111	3719.3472307926	1	1	3	10	2011	2	2	1	9	8	2	1	3	3
J0443113	1544.8269964128	0	4	3	10	2011	1	1	1	9	8	2	1	6	-9
J0443114	2019.61808332103	1	1	3	10	2011	2	2	1	9	8	2	1	4	3
J0443118	1344.04907501242	1	1	3	10	2011	3	3	2	9	8	2	1	2	1
J0443120	1085.1515381929	0	5	3	10	2011	3	3	2	9	8	2	1	2	1
J0443121	699.719074942669	1	1	3	10	2011	3	3	2	9	8	2	1	2	1
J0443201	2238.35189295622	0	5	3	10	2011	1	1	1	9	8	2	1	4	-9
J0443202	1889.31390014181	1	1	3	10	2011	3	3	2	9	8	2	1	5	1
J0443211	1201.64909598594	1	1	3	10	2011	3	3	2	9	8	2	1	5	1
J0443213	1888.73889439767	0	5	3	10	2011	1	1	1	9	8	2	1	10	-9
J0443301	2028.06700908765	0	5	3	11	2011	1	1	1	9	8	2	1	9	-9
J0443302	2408.45269187513	0	5	3	11	2011	1	1	1	9	8	2	1	9	-9
J0443303	2389.94704624885	0	4	3	11	2011	1	1	1	9	8	2	1	8	-9
