aacode	aagfh11	paired	casecat	fqtr	fmonth	fyear	tenure8x	tenure4x	tenure2x	gorehcs	gorehs	region3x	rumorph	imd1010	market_r
J0842302	1825.34632856457	1	1	2	8	2011	2	2	1	7	7	3	1	1	3
J0842303	1888.2659553973	0	4	2	8	2011	1	1	1	7	7	3	1	2	-9
J0842305	1242.6829484572	1	1	2	8	2011	4	4	2	7	7	3	1	1	2
J0842306	1112.10454460802	0	4	2	8	2011	4	4	2	7	7	3	1	1	2
J0842307	2568.94768126334	1	1	2	8	2011	4	4	2	7	7	3	1	2	2
J0842401	1546.05263056287	0	4	2	8	2011	2	2	1	7	7	3	1	3	3
J0843101	1389.55704202404	0	5	3	10	2011	1	1	1	7	7	3	1	8	-9
J0843102	1431.31436445124	1	1	3	10	2011	4	4	2	7	7	3	1	8	2
J0843104	700.364085291197	0	5	3	10	2011	1	1	1	7	7	3	1	1	-9
J0843106	1309.71251737968	0	5	3	10	2011	1	1	1	7	7	3	1	6	-9
J0843107	1398.25549430871	1	1	3	10	2011	1	1	1	7	7	3	1	9	-9
J0843202	1681.93683298526	0	5	3	10	2011	4	4	2	7	7	3	1	4	2
J0843204	1410.97412154807	0	4	3	10	2011	2	2	1	7	7	3	3	8	3
J0843307	1842.12661611512	0	4	3	11	2011	1	1	1	7	7	3	1	2	-9
J0843403	1989.31490677972	1	1	3	11	2011	4	4	2	7	7	3	1	1	2
J0843404	1225.03543695095	1	1	3	11	2011	2	2	1	7	7	3	1	2	3
J0844101	1507.99671115136	0	5	4	1	2012	1	1	1	7	7	3	1	7	-9
J0844103	743.808847038573	0	4	4	1	2012	2	2	1	7	7	3	1	2	3
J0844104	1837.03873970443	0	4	4	1	2012	1	1	1	7	7	3	1	8	-9
J0844105	1233.02256575852	0	5	4	1	2012	1	1	1	7	7	3	1	9	-9
J0844202	1080.57149718987	0	5	4	1	2012	1	1	1	7	7	3	1	2	-9
J0844203	1493.23551070233	0	4	4	1	2012	1	1	1	7	7	3	1	8	-9
J0844205	3622.91760517805	1	1	4	1	2012	4	4	2	7	7	3	1	1	2
J0844207	854.096274780887	1	1	4	1	2012	4	4	2	7	7	3	1	2	2
J0844301	658.462510239	0	4	4	2	2012	4	4	2	7	7	3	1	2	2
J0844302	1008.10982786338	1	1	4	2	2012	4	4	2	7	7	3	1	1	2
J0844303	881.387333841181	1	1	4	2	2012	1	1	1	7	7	3	1	2	-9
J0844306	2260.51784539957	0	4	4	2	2012	2	2	1	7	7	3	4	4	3
J0844308	1490.30421667354	1	1	4	2	2012	1	1	1	7	7	3	2	4	-9
J0844401	1903.64936861423	0	5	4	2	2012	1	1	1	7	7	3	1	5	-9
J0844402	1476.98377227443	0	4	4	2	2012	4	4	2	7	7	3	1	2	2
J0844403	916.844721898811	0	4	4	2	2012	2	2	1	7	7	3	1	2	3
J0844404	1372.39699928421	0	5	4	2	2012	1	1	1	7	7	3	1	3	-9
J0844405	1007.1765486844	0	4	4	2	2012	1	1	1	7	7	3	1	4	-9
J0844407	623.765135733273	1	1	4	2	2012	4	4	2	7	7	3	1	4	2
J0844409	1284.33897233607	0	5	4	2	2012	4	4	2	7	7	3	1	5	2
J0851101	1795.97350508211	1	1	1	4	2011	2	2	1	4	5	3	4	8	3
J0851103	1341.44891335315	0	5	1	4	2011	1	1	1	4	5	3	3	9	-9
J0851104	1199.16052013704	1	1	1	4	2011	1	1	1	4	5	3	1	10	-9
J0851107	2030.95093930422	0	5	1	4	2011	1	1	1	4	5	3	2	8	-9
J0851201	1549.76669755687	0	5	1	4	2011	1	1	1	4	5	3	1	7	-9
J0851202	1970.14177103791	1	1	1	4	2011	1	1	1	4	5	3	1	4	-9
J0851203	1474.95606115758	0	4	1	4	2011	1	1	1	4	5	3	1	10	-9
J0851204	1837.62220149996	0	5	1	4	2011	1	1	1	4	5	3	1	9	-9
J0851205	2037.72306305684	1	1	1	4	2011	1	1	1	4	5	3	1	10	-9
J0851206	2001.77976586397	0	5	1	4	2011	1	1	1	4	5	3	1	9	-9
J0851207	851.965855799456	1	1	1	4	2011	3	3	2	4	5	3	1	4	1
J0851208	1781.12425178296	0	5	1	4	2011	1	1	1	4	5	3	1	7	-9
J0851302	2105.46712281176	0	5	1	5	2011	1	1	1	4	5	3	1	9	-9
J0851305	2032.44466813812	1	1	1	5	2011	1	1	1	4	5	3	1	4	-9
J0851306	737.849702829654	1	1	1	5	2011	2	2	1	4	5	3	1	4	3
J0851401	1836.93523404095	1	1	1	5	2011	2	2	1	4	5	3	1	4	4
J0851402	1642.93881756963	0	5	1	5	2011	1	1	1	4	5	3	1	7	-9
J0851403	1379.7472913909	1	1	1	5	2011	1	1	1	4	5	3	1	6	-9
J0851404	1776.31540223089	0	5	1	5	2011	1	1	1	4	5	3	1	6	-9
J0851405	834.555575366368	1	1	1	5	2011	4	4	2	4	5	3	1	6	2
J0851406	1047.59001166098	1	1	1	5	2011	1	1	1	4	5	3	1	1	-9
J0851407	1650.03276414815	0	5	1	5	2011	1	1	1	4	5	3	1	8	-9
J0851408	2010.70024853394	1	1	1	5	2011	1	1	1	4	5	3	1	7	-9
J0851409	1928.02930318363	0	5	1	5	2011	1	1	1	4	5	3	1	5	-9
J0852101	1528.68443293775	0	5	2	7	2011	1	1	1	4	5	3	1	6	-9
J0852104	3628.63861261262	1	1	2	7	2011	1	1	1	4	5	3	1	9	-9
J0852105	1147.53023134747	0	5	2	7	2011	1	1	1	4	5	3	1	9	-9
J0852206	4528.88968618101	0	5	2	7	2011	1	1	1	4	5	3	1	9	-9
J0852301	1512.58114526504	1	1	2	8	2011	4	4	2	4	5	3	1	9	2
J0852302	2233.00286396888	1	1	2	8	2011	1	1	1	4	5	3	1	10	-9
J0852304	1315.11166262204	0	5	2	8	2011	1	1	1	4	5	3	1	10	-9
J0852306	1582.54577859726	0	4	2	8	2011	2	2	1	4	5	3	2	9	3
J0852402	2009.25710673738	1	1	2	8	2011	1	1	1	4	5	3	1	9	-9
J0852403	2004.89595468929	0	5	2	8	2011	1	1	1	4	5	3	2	9	-9
J0852404	1451.69814031555	1	1	2	8	2011	1	1	1	4	5	3	3	10	-9
J0852405	1600.84935386666	0	5	2	8	2011	1	1	1	4	5	3	2	10	-9
J0852408	1363.87672771803	0	5	2	8	2011	1	1	1	4	5	3	2	10	-9
J0853102	1790.36782567198	0	4	3	10	2011	1	1	1	4	5	3	3	8	-9
J0853104	1635.68471973593	1	1	3	10	2011	1	1	1	4	5	3	3	7	-9
J0853105	1086.31625434644	0	5	3	10	2011	1	1	1	4	5	3	2	10	-9
J0853106	1425.15321732188	1	1	3	10	2011	3	3	2	4	5	3	2	9	1
J0853201	1006.61853954834	0	5	3	10	2011	1	1	1	4	5	3	1	6	-9
J0853202	1127.01452460783	1	1	3	10	2011	3	3	2	4	5	3	1	4	1
J0853203	1551.58613127663	0	5	3	10	2011	1	1	1	4	5	3	1	10	-9
J0853204	911.515918945018	0	5	3	10	2011	1	1	1	4	5	3	1	4	-9
J0853205	1339.14530919851	1	1	3	10	2011	1	1	1	4	5	3	1	4	-9
J0853206	586.599166530663	1	1	3	10	2011	3	3	2	4	5	3	1	4	1
J0853207	3041.64039873574	1	1	3	10	2011	1	1	1	4	5	3	1	4	-9
J0853301	2367.64346924805	0	5	3	11	2011	1	1	1	4	5	3	1	8	-9
J0853302	1419.63923913709	0	5	3	11	2011	1	1	1	4	5	3	1	10	-9
J0853303	4813.64373033225	1	1	3	11	2011	1	1	1	4	5	3	1	8	-9
J0853304	1824.48182824199	1	1	3	11	2011	2	2	1	4	5	3	3	8	5
J0853305	1485.72615638769	1	1	3	11	2011	1	1	1	4	5	3	3	6	-9
J0853306	1642.02586283705	1	1	3	11	2011	3	3	2	4	5	3	2	6	1
J0853307	1737.84528166309	0	5	3	11	2011	1	1	1	4	5	3	3	7	-9
J0853401	1636.04466469463	0	4	3	11	2011	1	1	1	4	5	3	1	9	-9
J0853403	1386.94657619873	1	1	3	11	2011	1	1	1	4	5	3	1	10	-9
J0853404	1620.75442633955	0	5	3	11	2011	1	1	1	4	5	3	1	10	-9
J0853405	1431.77447994257	0	5	3	11	2011	1	1	1	4	5	3	3	8	-9
J0853406	1760.18951037563	0	4	3	11	2011	1	1	1	4	5	3	1	9	-9
J0854101	1884.30714301117	0	4	4	1	2012	1	1	1	4	5	3	3	8	-9
J0854102	1403.75301963758	0	5	4	1	2012	1	1	1	4	5	3	2	7	-9
J0854103	1644.15326821194	0	5	4	1	2012	1	1	1	4	5	3	2	8	-9
J0854104	1775.31422592751	1	1	4	1	2012	2	2	1	4	5	3	4	9	3
J0854106	2154.77997203679	0	4	4	1	2012	1	1	1	4	5	3	3	9	-9
J0854202	4122.66403661527	0	5	4	1	2012	1	1	1	4	5	3	1	9	-9
J0854203	1644.79421828486	1	1	4	1	2012	1	1	1	4	5	3	2	10	-9
J0854204	1354.53475827988	0	5	4	1	2012	1	1	1	4	5	3	2	9	-9
J0854205	4709.60604995418	0	4	4	1	2012	1	1	1	4	5	3	2	9	-9
J0854207	1181.46995025687	0	5	4	1	2012	1	1	1	4	5	3	1	10	-9
J0854304	1644.44367778538	0	5	4	2	2012	1	1	1	4	5	3	2	10	-9
J0854305	875.877078703313	0	5	4	2	2012	1	1	1	4	5	3	2	8	-9
J0854306	1873.44598244827	0	4	4	2	2012	1	1	1	4	5	3	2	9	-9
J0854401	1171.13722325656	1	1	4	2	2012	4	4	2	4	5	3	1	6	2
J0854402	2112.33614358008	0	5	4	2	2012	1	1	1	4	5	3	1	7	-9
J0854403	1421.78362191251	0	5	4	2	2012	1	1	1	4	5	3	1	9	-9
J0854406	899.510770500835	1	1	4	2	2012	1	1	1	4	5	3	1	4	-9
J0861102	597.863352432629	0	5	1	4	2011	1	1	1	4	5	3	1	1	-9
J0861104	1872.35362680569	0	5	1	4	2011	1	1	1	4	5	3	1	3	-9
J0861105	841.139499884314	1	1	1	4	2011	1	1	1	4	5	3	1	6	-9
J0861106	1970.02606199803	1	1	1	4	2011	1	1	1	4	5	3	1	7	-9
J0861108	1529.35522478525	1	1	1	4	2011	1	1	1	4	5	3	1	4	-9
J0861201	1594.70508895351	1	1	1	4	2011	3	3	2	4	5	3	1	3	1
J0861202	973.945746828014	0	5	1	4	2011	1	1	1	4	5	3	1	1	-9
J0861203	1827.39276471344	1	1	1	4	2011	1	1	1	4	5	3	1	1	-9
J0861204	1524.39124560567	0	5	1	4	2011	1	1	1	4	5	3	1	3	-9
J0861205	1541.52892542198	1	1	1	4	2011	2	2	1	4	5	3	1	4	4
J0861206	5055.08486179558	0	5	1	4	2011	1	1	1	4	5	3	1	5	-9
J0861208	753.440260444099	1	1	1	4	2011	1	1	1	4	5	3	1	2	-9
J0861301	1545.08981448665	1	1	1	5	2011	3	3	2	4	5	3	1	1	1
J0861302	1549.87898252731	1	1	1	5	2011	1	1	1	4	5	3	1	1	-9
J0861303	1242.76194840009	1	1	1	5	2011	3	3	2	4	5	3	1	1	1
J0861304	1736.23474379405	1	1	1	5	2011	1	1	1	4	5	3	1	1	-9
J0861305	971.449791945092	1	1	1	5	2011	2	2	1	4	5	3	1	3	3
J0861307	2170.57856049178	1	1	1	5	2011	1	1	1	4	5	3	1	3	-9
J0861308	717.91046023894	1	1	1	5	2011	3	3	2	4	5	3	1	3	1
J0861309	1572.64655062162	1	1	1	5	2011	1	1	1	4	5	3	1	3	-9
J0861401	943.97135394684	1	1	1	5	2011	3	3	2	4	5	3	1	3	1
J0861402	1250.5306080754	1	1	1	5	2011	3	3	2	4	5	3	1	4	1
J0861405	873.290211071516	1	1	1	5	2011	3	3	2	4	5	3	1	2	1
J0861407	897.976982158414	0	5	1	5	2011	1	1	1	4	5	3	1	3	-9
J0861409	1727.22857562329	1	1	1	5	2011	1	1	1	4	5	3	1	2	-9
J0861410	834.005773266847	1	1	1	5	2011	3	3	2	4	5	3	1	1	1
J0862101	2200.73332926579	0	4	2	7	2011	2	2	1	4	5	3	1	9	5
J0862103	2040.98155058822	0	4	2	7	2011	3	3	2	4	5	3	1	1	1
J0862104	1440.66161238367	0	4	2	7	2011	1	1	1	4	5	3	1	2	-9
J0862105	784.911373867379	0	5	2	7	2011	1	1	1	4	5	3	1	1	-9
J0862106	1883.34936719289	1	1	2	7	2011	3	3	2	4	5	3	1	1	1
J0862107	1171.93214724631	0	5	2	7	2011	1	1	1	4	5	3	1	2	-9
J0862201	1225.47695417421	1	1	2	7	2011	3	3	2	4	5	3	1	1	1
J0862202	862.181351381844	1	1	2	7	2011	3	3	2	4	5	3	1	1	1
J0862204	2005.74276740959	1	1	2	7	2011	1	1	1	4	5	3	1	5	-9
J0862301	769.453928995143	1	1	2	8	2011	1	1	1	4	5	3	1	3	-9
J0862302	923.258619510954	1	1	2	8	2011	4	4	2	4	5	3	1	3	2
J0862304	919.227392406906	1	1	2	8	2011	4	4	2	4	5	3	1	2	2
J0862307	1516.91327854707	1	1	2	8	2011	1	1	1	4	5	3	1	4	-9
J0862308	1896.51025698553	0	4	2	8	2011	2	2	1	4	5	3	1	6	3
J0862309	1088.51445067626	0	4	2	8	2011	3	3	2	4	5	3	1	1	1
J0862402	3539.44657159204	1	1	2	8	2011	1	1	1	4	5	3	1	2	-9
J0862403	893.08640181208	0	5	2	8	2011	1	1	1	4	5	3	1	2	-9
J0862405	2739.11597557375	1	1	2	8	2011	2	2	1	4	5	3	1	8	3
J0862406	964.368895167253	1	1	2	8	2011	3	3	2	4	5	3	1	4	1
J0862407	4298.5028894862	0	5	2	8	2011	1	1	1	4	5	3	1	9	-9
J0862408	1622.54165563911	0	4	2	8	2011	3	3	2	4	5	3	1	2	1
J0862409	1389.26145846435	1	1	2	8	2011	4	4	2	4	5	3	1	2	2
J0863101	1096.32547771333	1	1	3	10	2011	3	3	2	4	5	3	1	1	1
J0863103	1810.05601462051	1	1	3	10	2011	2	2	1	4	5	3	1	4	3
J0863104	2170.391986823	0	5	3	10	2011	1	1	1	4	5	3	1	5	-9
J0863105	1650.90584834852	1	1	3	10	2011	1	1	1	4	5	3	1	3	-9
J0863106	923.83365499287	0	5	3	10	2011	3	3	2	4	5	3	1	1	1
J0863108	1781.63292962257	0	5	3	10	2011	1	1	1	4	5	3	1	1	-9
J0863202	635.262709285523	1	1	3	10	2011	3	3	2	4	5	3	1	1	1
J0863203	1152.29449761611	1	1	3	10	2011	1	1	1	4	5	3	1	3	-9
J0863204	1951.20004212396	0	5	3	10	2011	1	1	1	4	5	3	1	3	-9
J0863206	1353.45224317824	1	1	3	10	2011	1	1	1	4	5	3	1	6	-9
J0863207	1325.67666314756	1	1	3	10	2011	2	2	1	4	5	3	1	4	3
J0863210	724.063363138778	0	5	3	10	2011	3	3	2	4	5	3	1	1	1
J0863211	900.084697103315	1	1	3	10	2011	1	1	1	4	5	3	1	1	-9
J0863302	826.378076087252	1	1	3	11	2011	3	3	2	4	5	3	1	1	1
J0863303	1357.10709772436	0	4	3	11	2011	3	3	2	4	5	3	1	1	1
J0863304	1262.46766843222	1	1	3	11	2011	1	1	1	4	5	3	1	1	-9
J0863305	767.583328601638	1	1	3	11	2011	3	3	2	4	5	3	1	1	1
J0863307	1549.27334018712	0	5	3	11	2011	1	1	1	4	5	3	1	1	-9
J0863309	840.140705586929	1	1	3	11	2011	3	3	2	4	5	3	1	1	1
J0863310	1748.56717579742	1	1	3	11	2011	2	2	1	4	5	3	1	3	3
J0863311	1736.14447034657	1	1	3	11	2011	3	3	2	4	5	3	1	1	1
J0863312	3548.89736052291	0	5	3	11	2011	1	1	1	4	5	3	1	1	-9
J0863401	2314.44728657975	1	1	3	11	2011	1	1	1	4	5	3	1	6	-9
J0863402	958.14254661326	0	5	3	11	2011	1	1	1	4	5	3	1	2	-9
J0863403	2819.75275786841	1	1	3	11	2011	1	1	1	4	5	3	1	7	-9
J0863406	905.572750527718	1	1	3	11	2011	3	3	2	4	5	3	1	1	1
J0863407	910.024401342147	0	5	3	11	2011	3	3	2	4	5	3	1	2	1
J0863408	1220.30621027995	1	1	3	11	2011	4	4	2	4	5	3	1	1	2
J0863410	780.927232379101	1	1	3	11	2011	3	3	2	4	5	3	1	1	1
J0864102	737.678953279809	1	1	4	1	2012	4	4	2	4	5	3	1	2	2
J0864105	670.907284925421	0	4	4	1	2012	3	3	2	4	5	3	1	1	1
J0864107	1398.84585885337	0	5	4	1	2012	1	1	1	4	5	3	1	3	-9
J0864108	1340.95629859975	1	1	4	1	2012	1	1	1	4	5	3	1	4	-9
J0864109	1627.13336663898	0	5	4	1	2012	1	1	1	4	5	3	1	5	-9
J0864203	5456.37417384923	1	1	4	1	2012	2	2	1	4	5	3	1	1	3
J0864204	724.555894895349	1	1	4	1	2012	3	3	2	4	5	3	1	1	1
J0864205	4160.57093111172	1	1	4	1	2012	4	4	2	4	5	3	1	3	2
J0864206	1443.417249393	0	5	4	1	2012	1	1	1	4	5	3	1	2	-9
J0864207	1441.49273349271	0	4	4	1	2012	1	1	1	4	5	3	1	3	-9
J0864208	1257.06240765467	0	5	4	1	2012	1	1	1	4	5	3	1	2	-9
J0864306	1924.89259085644	0	4	4	2	2012	2	2	1	4	5	3	1	2	3
J0864307	5905.96624893506	0	4	4	2	2012	4	4	2	4	5	3	1	2	2
J0864308	1580.12940835231	0	5	4	2	2012	1	1	1	4	5	3	1	2	-9
J0864309	2553.94846121027	1	1	4	2	2012	3	3	2	4	5	3	1	2	1
J0864401	1703.84259265744	0	4	4	2	2012	2	2	1	4	5	3	1	2	4
J0864403	1314.20886167799	1	1	4	2	2012	2	2	1	4	5	3	1	2	3
J0864405	742.648106019505	0	5	4	2	2012	3	3	2	4	5	3	1	1	1
J0864408	1413.81616892656	1	1	4	2	2012	1	1	1	4	5	3	1	4	-9
J0871101	1094.1098815144	1	1	1	4	2011	3	3	2	5	6	3	1	2	1
J0871102	1513.84445459027	1	1	1	4	2011	1	1	1	5	6	3	1	9	-9
J0871104	988.790719448797	1	1	1	4	2011	3	3	2	5	6	3	1	8	1
J0871105	1284.29801038835	0	5	1	4	2011	1	1	1	5	6	3	1	8	-9
J0871106	1393.39780925537	1	1	1	4	2011	1	1	1	5	6	3	1	8	-9
J0871107	1661.59282949845	1	1	1	4	2011	3	3	2	5	6	3	1	5	1
J0871201	1566.2957701435	0	4	1	4	2011	1	1	1	5	6	3	2	7	-9
J0871202	1309.33743874095	0	4	1	4	2011	1	1	1	5	6	3	3	4	-9
J0871203	1408.06991062059	1	1	1	4	2011	3	3	2	5	6	3	2	5	1
J0871301	1732.45718224456	1	1	1	5	2011	1	1	1	5	6	3	1	6	-9
J0871303	2111.08622014575	1	1	1	5	2011	1	1	1	5	6	3	1	7	-9
J0871304	2781.0906986453	1	1	1	5	2011	3	3	2	5	6	3	1	6	1
J0871305	2078.70872941278	0	4	1	5	2011	1	1	1	5	6	3	1	6	-9
J0871401	3381.29458634587	0	5	1	5	2011	1	1	1	5	6	3	1	6	-9
J0871402	3453.58229125034	0	4	1	5	2011	1	1	1	5	6	3	1	7	-9
J0871406	1827.81106500533	0	5	1	5	2011	1	1	1	5	6	3	1	4	-9
J0871407	1056.9935787716	1	1	1	5	2011	3	3	2	5	6	3	1	5	1
J0872101	2453.42752311769	1	1	2	7	2011	3	3	2	5	6	3	1	2	1
J0872103	1329.16480466337	1	1	2	7	2011	3	3	2	5	6	3	1	5	1
J0872104	1619.579400546	0	4	2	7	2011	4	4	2	5	6	3	1	5	2
J0872105	1679.71366329625	0	5	2	7	2011	1	1	1	5	6	3	1	3	-9
J0872106	1091.41223707225	1	1	2	7	2011	3	3	2	5	6	3	1	3	1
J0872107	1852.9691749454	0	5	2	7	2011	1	1	1	5	6	3	1	5	-9
J0872108	1326.47762440223	0	4	2	7	2011	1	1	1	5	6	3	1	10	-9
J0872202	1611.93421417642	1	1	2	7	2011	1	1	1	5	6	3	1	7	-9
J0872203	3889.87499704783	0	5	2	7	2011	1	1	1	5	6	3	1	7	-9
J0872204	1611.93421417642	1	1	2	7	2011	1	1	1	5	6	3	1	7	-9
J0872205	1816.12646724711	0	5	2	7	2011	1	1	1	5	6	3	1	3	-9
J0872206	1378.57276232802	0	5	2	7	2011	1	1	1	5	6	3	1	10	-9
J0872302	922.903728207991	1	1	2	8	2011	4	4	2	5	6	3	1	1	2
J0872303	1223.27261936717	0	4	2	8	2011	3	3	2	5	6	3	1	2	1
J0872305	1195.10005543837	0	5	2	8	2011	1	1	1	5	6	3	1	2	-9
J0872306	731.484859380005	0	4	2	8	2011	4	4	2	5	6	3	1	1	2
J0872307	897.734887030382	1	1	2	8	2011	3	3	2	5	6	3	1	2	1
J0872308	1241.18916607002	0	4	2	8	2011	1	1	1	5	6	3	1	4	-9
J0872403	1739.26988225493	0	4	2	8	2011	2	2	1	5	6	3	2	4	3
J0872404	863.907828067168	1	1	2	8	2011	3	3	2	5	6	3	2	4	1
J0872405	1579.78769251806	0	4	2	8	2011	1	1	1	5	6	3	3	6	-9
J0873101	1778.83959557425	0	5	3	10	2011	1	1	1	5	6	3	1	4	-9
J0873103	1152.78201047128	0	4	3	10	2011	3	3	2	5	6	3	1	2	1
J0873104	2884.19199152322	0	5	3	10	2011	1	1	1	5	6	3	1	8	-9
J0873106	1273.06599372437	0	4	3	10	2011	2	2	1	5	6	3	4	6	3
J0873202	1893.54146434322	0	5	3	10	2011	1	1	1	4	5	3	2	10	-9
J0873204	1343.6923643447	1	1	3	10	2011	1	1	1	4	5	3	1	8	-9
J0873301	1688.85335028964	1	1	3	11	2011	1	1	1	4	5	3	2	7	-9
J0873302	1405.78084315716	0	5	3	11	2011	1	1	1	4	5	3	3	7	-9
J0873303	1397.02026328588	1	1	3	11	2011	1	1	1	4	5	3	1	9	-9
J0873305	1789.67126066689	0	5	3	11	2011	1	1	1	4	5	3	3	6	-9
J0873306	1548.30638613871	1	1	3	11	2011	1	1	1	4	5	3	3	9	-9
J0873307	1780.03421010994	0	5	3	11	2011	1	1	1	4	5	3	2	8	-9
J0873308	1418.39989270861	1	1	3	11	2011	1	1	1	4	5	3	2	10	-9
J0873401	1446.49012616252	0	5	3	11	2011	1	1	1	4	5	3	1	7	-9
J0873402	1603.14334400278	1	1	3	11	2011	1	1	1	4	5	3	1	10	-9
J0873404	1505.90746156956	1	1	3	11	2011	1	1	1	4	5	3	2	9	-9
J0873406	1284.40018674271	1	1	3	11	2011	3	3	2	4	5	3	2	7	1
J0874101	1132.96909272895	1	1	4	1	2012	2	2	1	4	5	3	1	5	3
J0874103	1567.68011899317	0	5	4	1	2012	1	1	1	4	5	3	1	9	-9
J0874107	1790.62917013802	0	5	4	1	2012	1	1	1	4	5	3	1	8	-9
J0874202	1797.94700613247	0	4	4	1	2012	1	1	1	4	5	3	1	8	-9
J0874301	1249.22987067046	0	5	4	2	2012	1	1	1	4	5	3	1	8	-9
J0874303	978.517106395367	0	4	4	2	2012	2	2	1	4	5	3	1	3	5
J0874304	1570.00264137322	0	4	4	2	2012	1	1	1	4	5	3	1	8	-9
J0874306	1227.15638920397	0	5	4	2	2012	1	1	1	4	5	3	1	8	-9
J0874307	1618.73634176798	1	1	4	2	2012	2	2	1	4	5	3	1	8	3
J0874403	1348.71786541771	0	5	4	2	2012	1	1	1	4	5	3	1	9	-9
J0874404	1516.25220722255	0	5	4	2	2012	1	1	1	4	5	3	1	10	-9
J0874406	679.12247465268	1	1	4	2	2012	3	3	2	4	5	3	1	4	1
J0874407	1553.48760343631	0	4	4	2	2012	2	2	1	4	5	3	1	9	3
J0881101	749.284015360246	1	1	1	4	2011	1	1	1	5	6	3	1	4	-9
J0881102	1378.81271801016	0	5	1	4	2011	1	1	1	5	6	3	1	10	-9
J0881104	1452.37162694523	0	5	1	4	2011	1	1	1	5	6	3	1	10	-9
J0881105	1910.42835261439	0	4	1	4	2011	1	1	1	5	6	3	1	8	-9
J0881106	3075.01921611972	0	5	1	4	2011	1	1	1	5	6	3	1	10	-9
J0881107	1386.44149744886	1	1	1	4	2011	1	1	1	5	6	3	1	9	-9
J0881202	1791.02995627133	0	4	1	4	2011	4	4	2	5	6	3	1	3	2
J0881203	2183.15499133963	0	5	1	4	2011	1	1	1	5	6	3	1	3	-9
J0881204	2442.61915428486	0	4	1	4	2011	1	1	1	5	6	3	1	7	-9
J0881209	1042.30481145066	0	4	1	4	2011	4	4	2	5	6	3	1	1	2
J0881210	3986.00206954888	0	4	1	4	2011	2	2	1	5	6	3	1	4	5
J0881301	1516.39274423118	0	5	1	5	2011	1	1	1	5	6	3	1	3	-9
J0881302	1024.90096201204	1	1	1	5	2011	1	1	1	5	6	3	1	3	-9
J0881303	763.345877855052	1	1	1	5	2011	2	2	1	5	6	3	1	2	3
J0881306	1522.7497469877	1	1	1	5	2011	4	4	2	5	6	3	1	3	2
J0881307	1212.32874870728	0	5	1	5	2011	1	1	1	5	6	3	1	1	-9
J0881308	1492.33372874056	1	1	1	5	2011	1	1	1	5	6	3	1	3	-9
J0881309	1816.12820378422	1	1	1	5	2011	2	2	1	5	6	3	1	3	3
J0881402	3774.02808442825	1	1	1	5	2011	1	1	1	5	6	3	1	6	-9
J0881404	898.235731049355	1	1	1	5	2011	1	1	1	5	6	3	1	3	-9
J0881405	1722.45244347692	0	5	1	5	2011	1	1	1	5	6	3	1	6	-9
J0881408	1807.72714213194	1	1	1	5	2011	1	1	1	5	6	3	1	7	-9
J0881409	3339.00902654863	0	5	1	5	2011	1	1	1	5	6	3	1	7	-9
J0882101	3574.92657346498	0	4	2	7	2011	1	1	1	5	6	3	1	7	-9
J0882102	3810.99906053253	0	5	2	7	2011	1	1	1	5	6	3	1	3	-9
J0882106	1573.28298161094	0	5	2	7	2011	1	1	1	5	6	3	1	7	-9
J0882110	901.452047511573	0	4	2	7	2011	4	4	2	5	6	3	1	4	2
J0882201	1999.36793573104	0	4	2	7	2011	4	4	2	5	6	3	1	1	2
J0882205	1782.845434347	0	5	2	7	2011	1	1	1	5	6	3	1	10	-9
J0882206	4504.4192560536	0	4	2	7	2011	2	2	1	5	6	3	1	9	3
J0882301	1759.00475659802	0	4	2	8	2011	1	1	1	5	6	3	1	6	-9
J0882302	1572.4633356109	0	5	2	8	2011	1	1	1	5	6	3	1	8	-9
J0882304	2137.23090063005	0	5	2	8	2011	1	1	1	5	6	3	1	7	-9
J0882305	1436.13672222053	1	1	2	8	2011	1	1	1	5	6	3	1	8	-9
J0882401	925.79557959766	1	1	2	8	2011	4	4	2	5	6	3	1	4	2
J0882402	3137.8924817802	1	1	2	8	2011	1	1	1	5	6	3	1	1	-9
J0882404	968.080073124998	1	1	2	8	2011	2	2	1	5	6	3	1	1	3
J0882405	1017.07237520788	0	5	2	8	2011	1	1	1	5	6	3	1	2	-9
J0882408	3966.46160100453	0	5	2	8	2011	1	1	1	5	6	3	1	5	-9
J0883102	1063.89560400066	1	1	3	10	2011	2	2	1	5	6	3	1	1	3
J0883104	932.263363335885	1	1	3	10	2011	2	2	1	5	6	3	1	1	3
J0883106	624.763659819204	0	5	3	10	2011	4	4	2	5	6	3	1	1	2
J0883112	1285.69183749977	1	1	3	10	2011	1	1	1	5	6	3	1	2	-9
J0883201	1755.02331355363	0	5	3	10	2011	1	1	1	5	6	3	1	4	-9
J0883208	718.093559422796	0	5	3	10	2011	4	4	2	5	6	3	1	1	2
J0883301	2016.43691466462	1	1	3	11	2011	2	2	1	5	6	3	1	4	3
J0883302	2245.63527823042	0	5	3	11	2011	1	1	1	5	6	3	1	4	-9
J0883303	1989.74446584168	0	4	3	11	2011	1	1	1	5	6	3	1	6	-9
J0883305	1066.43756324862	1	1	3	11	2011	4	4	2	5	6	3	1	1	2
J0883307	1511.66162682262	0	5	3	11	2011	1	1	1	5	6	3	1	8	-9
J0883401	847.256970644108	0	5	3	11	2011	4	4	2	5	6	3	1	1	2
